predict,label,score,Subject
"Ngay sau khi tiếp xúc với dịch tiết (máu, nước bọt, dịch tiết sinh dục,...) của người nhiễm HIV/AIDS.",1 tuần.,0.0,civic_education
HTLV (Human T-lymphotropic virus),Cúm gà.,0.0,civic_education
"Ở nhiều người, HIV/AIDS không có triệu chứng rõ ràng ban đầu, nhưng sau đó có thể xuất hiện các triệu chứng như ỉa chảy kéo dài trên 1 tháng, sốt kéo dài trên 1 tháng.]",Sút cân trên 10% trọng lượng cơ thể.,0.0754999965429306,civic_education
"Hình thành các vết thương, tiếp xúc với dịch cơ thể người nhiễm HIV]","Muỗi, côn trùng chích hút máu người nhiễm HIV rồi chích sang người lành",0.2285999953746795,civic_education
"Làm việc, học tập, sinh hoạt an toàn, tránh các hành vi có nguy cơ lây truyền HIV/AIDS như sử dụng ma túy, quan hệ tình dục không an toàn, sử dụng các chất độc hại khác.]",Tuyên truyền tới mọi người tác hại của ma túy để mọi người phòng chống.,0.1356000006198883,civic_education
Các doanh nghiệp được phép theo quy định của pháp luật.,Cá nhân.,0.1333000063896179,civic_education
Ngày 4 tháng 10,Ngày 14 tháng 10,0.8571000099182129,civic_education
"Không đeo bảo hộ lao động khi làm việc trong môi trường có nguy cơ cháy, nổ hoặc tiếp xúc với chất độc hại.",Dùng dao để đánh nhau.,0.0,civic_education
"Đối tượng đang thực hiện các hành vi khác có thể gây nguy hiểm cho tính mạng, sức khỏe của người thi hành công vụ hoặc người khác.","Khi biết rõ đối tượng đang thực hiện hành vi phạm tội nghiêm trọng, phạm tội rất nghiêm trọng, phạm tội đặc biệt nghiêm trọng.",0.218199998140335,civic_education
Chất độc hại],Vũ khí,0.0,civic_education
Từ 3 năm đến 7 năm.,Từ 1 năm đến 5 năm.,0.7778000235557556,civic_education
Chiếm hữu của chủ sở hữu và chiếm hữu của người không phải chủ sở hữu],Chiếm hữu của chủ sở hữu.,0.6154000163078308,civic_education
Quyền tặng cho.,Quyền chiếm hữu.,0.6000000238418579,civic_education
Bảo vệ,Bảo hộ và chịu trách nhiệm.,0.4000000059604645,civic_education
Quy định các biện pháp và hình thức xử lí đối với các hành vi xâm phạm quyền sở hữu...],Ghi nhận trong Hiến pháp và các văn bản quy định pháp luật quyền sở hữu của công dân.,0.2856999933719635,civic_education
Quá trình chuyển đổi các nguồn lực tự nhiên thành các sản phẩm có giá trị theo ý muốn của con người.,"Tạo ra cơm ăn, áo mặc, tạo ra tư liệu sản xuất.",0.0555999986827373,civic_education
Tạo ra nguồn thu nhập và đảm bảo cuộc sống cho con người.,Thúc đẩy tăng trưởng kinh tế.,0.0,civic_education
Tình trạng phát triển kinh tế - xã hội của một quốc gia.,Thu nhập của người lao động.,0.1000000014901161,civic_education
Cơ sở vật chất],Kết cấu hạ tầng của sản xuất.,0.0,civic_education
Sức lao động],Đối tượng lao động.,0.4444000124931335,civic_education
"Có tính chất lưu động, có tính chất lưu động, có tính chất lưu động và có tính chất lưu động",Hai điều kiện,0.0,civic_education
Giá trị trao đổi và giá trị sử dụng,Giá cả và giá trị sử dụng,0.7778000235557556,civic_education
Tổng hợp của lao động xã hội và lao động của từng người sản xuất hàng hóa kết tinh trong hàng hóa,Chi phí làm ra hàng hóa,0.1378999948501587,civic_education
Người sản xuất mang hàng hóa ra thị trường bán và bán được],Người sản xuất cung ứng hàng hóa phù hợp với nhu cầu nhu cầu của người tiêu dùng,0.3635999858379364,civic_education
Dịch vụ,Nước máy,0.0,civic_education
Chính trực],Khoan dung,0.0,civic_education
Giao công việc cho nam nhiều hơn nữ.],"Trong công việc, ưu ái người nhà hơn người ngoài.",0.2856999933719635,civic_education
"không quan tâm đến lợi ích cá nhân, luôn đặt lợi ích chung lên trên.","mánh khoé, vụ lợi.",0.0952000021934509,civic_education
Đức tính chí công vô tư],Đức tính trung thực,0.5,civic_education
"Cán bộ lớp phải thẳng thắn, khách quan và công bằng khi đánh giá, phê bình lỗi sai của học sinh để họ sửa chữa.]",Luôn nhận định theo số đông là chí công vô tư.,0.0513000003993511,civic_education
E là người cố gắng và kiên trì để đạt được mục tiêu của mình.,E là người trung thực.,0.2856999933719635,civic_education
"Cãi vã, gây gỗ với mọi người xung quanh]","Bình tĩnh, sáng suốt đưa ra những quyết định đúng đắn.",0.0,civic_education
Thận trọng và yêu cầu bạn bồi thường hoặc giúp đỡ để sửa chữa món đồ.,Yêu cầu bạn mua đền món đồ.,0.3077000081539154,civic_education
"N là người nhân hậu, có lòng từ bi và trách nhiệm xã hội.",N là người tôn trọng người khác.,0.2856999933719635,civic_education
Dù ai nói ngả nói nghiêng/ Lòng ta vẫn vững như kiềng ba chân.],Học thầy không tày học bạn.,0.0,civic_education
"Dễ dãi, mềm yếu.",Cần cù,0.0,civic_education
B là người không trung thực.,B là người không tự tin.,0.666700005531311,civic_education
Tự ý bỏ việc không báo trước hoặc không tuân thủ các quy định của nhà trường.],Đi học đúng giờ,0.0,civic_education
Dân chủ công việc,Khiêm nhường,0.0,civic_education
Cán bộ lớp chỉ định và giao nhiệm vụ cho từng học sinh mà không cho phép học sinh tự quyết định và tham gia tích cực vào quá trình xây dựng kế hoạch.,Tích cực tham gia các hoạt động của lớp.,0.0888999998569488,civic_education
Thẳng thắn góp ý để bạn lớp trưởng rút kinh nghiệm.],Không tham gia các hoạt động của lớp.,0.0952000021934509,civic_education
"Thúc đẩy và tăng cường quan hệ hợp tác, hữu nghị giữa các dân tộc]","Gây chiến tranh, khủng bố ở nhiều nơi trên thế giới",0.0,civic_education
"tất cả các quốc gia trên thế giới, không phân biệt kích thước hay mức độ phát triển.",những nước đang có chiến tranh,0.0,civic_education
Hoạt động ngoại giao],Bảo vệ đất nước,0.0,civic_education
"30/4/1975 là ngày Việt Nam Dân chủ Cộng hòa và Việt Nam Cộng hòa thống nhất, nhưng nếu nói về việc chấm dứt chiến tranh Việt Nam, thì đó là ngày 27/4/1975, khi quân đội Việt Nam giải phóng Saigon, đánh dấu sự kết thúc của cuộc chiến tranh Việt Nam.",30/4/1954.,0.125,civic_education
hiệu quả cao.,có chất lượng nhưng mất nhiều thời gian.,0.0,civic_education
"Không hoàn thành công việc đúng hạn, không đạt được mục tiêu đề ra.",Vừa xem ti vi vừa ăn cơm.,0.0,civic_education
Động lực.,Tiền đề.,0.0,civic_education
Không phù hợp với mục tiêu phát triển kinh tế - xã hội của quốc gia.,Thúc đẩy sự phát triển của đất nước trong thời kì hội nhập.,0.2069000005722046,civic_education
Chất lượng và hiệu quả trong lao động thường đi kèm với năng suất.,Trong sản xuất chỉ cần chú ý đến chất lượng sản phẩm.,0.0714000016450882,civic_education
"học nhiều, ôn luyện thường xuyên và có kế hoạch học tập rõ ràng.",chép bài của bạn.,0.0,civic_education
"năng động, sáng tạo trong công việc",hợp tác cùng phát triển.,0.0,civic_education
"Hợp nhau về giá trị, quan điểm sống và mục tiêu chung]",Hoàn cảnh gia đình tương xứng,0.0,civic_education
"Nam từ đủ 20 tuổi trở lên, nữ từ đủ 18 tuổi trở lên.","Nam từ 20 tuổi trở lên, nữ từ 18 tuổi trở lên",0.9333000183105468,civic_education
"Mục đích chính của hôn nhân là duy trì và phát triển kinh tế là không chính xác vì mục đích chính của hôn nhân là xây dựng và phát triển tình yêu, sự gắn kết và cộng đồng giữa hai người.","Hôn nhân nhằm mục đích chung sống lâu dài và xây dựng gia đình hoà thuận, hạnh phúc.",0.1562000066041946,civic_education
Tăng cường sự gắn kết và ổn định trong gia đình.,Ảnh hưởng xấu đến sức khoẻ của cả mẹ và con.,0.0833000019192695,civic_education
Hôn nhân giữa người chưa thành niên với người khác.,"Hôn nhân tiến bộ, một vợ một chồng, vợ chồng bình đẳng.",0.25,civic_education
"Quan điểm này không phù hợp với quyền và nghĩa vụ của công dân trong hôn nhân, vì nó không phản ánh đúng quan hệ giữa vợ và chồng.]","Ép dầu ép mỡ, ai nỡ ép duyên.",0.0,civic_education
lao động phi chính thức,cải tạo,0.0,civic_education
Được nghỉ tất cả các ngày lễ tết theo quy định của nhà nước.,Công dân đủ 16 tuổi được nhận vào các công ty để làm việc.,0.0625,civic_education
 việc làm phù hợp với khả năng của mình mà không bị phân biệt đối xử.],việc làm theo sở thích của mình.,0.4444000124931335,civic_education
8 giờ/ngày và 30 giờ/tuần,6 giờ/ngày và 30 giờ/tuần.,0.875,civic_education
các quan hệ dân sự.,"các quan hệ lao động, công vụ nhà nước.",0.5,civic_education
Bảo vệ quyền và lợi ích hợp pháp của các chủ thể khác.,Lập lại trật tự xã hội.,0.0,civic_education
**Trách nhiệm hình sự**,vi phạm pháp luật.,0.0,civic_education
pháp luật hình sự],pháp luật dân sự,0.800000011920929,civic_education
Bạn B là người ích kỷ và không biết ơn.,Bạn B là người vô ý thức.,0.5,civic_education
"Có lối sống đơn giản, không tốn kém, không quá cầu kỳ.","Ăn mặc gọn gàng, không lòe loẹt.",0.0768999978899955,civic_education
"Giúp mỗi người trở nên tự lập, tự chủ và có tinh thần trách nhiệm với bản thân và với cộng đồng.",Được mọi người giúp đỡ.,0.0689999982714653,civic_education
"Lộng lẫy, sang trọng.",Thẳng thắn.,0.0,civic_education
"Chỉ quan tâm đến lợi ích cá nhân, không quan tâm đến lợi ích của cộng đồng.",Không chơi với bạn khác giới.,0.0,civic_education
"Lối sống xa hoa, lãng phí và không phù hợp với quy định của trường.",Đức tính khiêm tốn.,0.0,civic_education
"Điều kiện, hoàn cảnh]",Điều kiện.,0.75,civic_education
"Không tốn kém, không cầu kỳ, không dư dả, không phô trương.","Thực hiện đúng nội quy của nhà trường đề ra, trang phục khi đến trường sạch sẽ, tươm tất, lịch sử, bảo vệ của công, không xa hoa lãng phí.",0.0799999982118606,civic_education
Dũng cảm.,Khiêm tốn.,0.0,civic_education
"Câu nói ""Cây ngay không sợ chết đứng"" và ""Ăn ngay nói thật mọi tật mọi lành"" đều thể hiện tính trung thực, vì chúng khuyến khích người ta nói thật và sống chân thực.",Người gian thì sợ người ngay/ Người ngay chẳng sợ đường cày cong queo,0.1090999990701675,civic_education
Đức tính khiêm tốn.],Đức tính thật thà.,0.4614999890327453,civic_education
Để đạt điểm cao khi kiểm tra N nhìn trộm bài của bạn,Không bao che cho bạn khi mắc lỗi,0.0833000019192695,civic_education
Dối trá.,Chăm chỉ.,0.0,civic_education
"Cần phải giúp đỡ bạn K bằng cách nhắc nhở, khuyên nhủ và hỗ trợ bạn K trong học tập để giúp bạn K nhận thức được tầm quan trọng của việc tuân thủ quy chế và kỉ luật.]",Nói với bố mẹ bạn K để bố mẹ bạn K dạy giỗ.,0.166700005531311,civic_education
V là người thiếu trách nhiệm hoặc không có ý thức về hành động của mình.,V là người vô cảm.,0.2856999933719635,civic_education
Tính kiên quyết và trung thực.,Khiêm tốn.,0.0,civic_education
"Người thường xuyên cảm thấy không đủ tốt, không tự tin vào bản thân và dễ bị ảnh hưởng bởi ý kiến của người khác]",Luôn làm sai,0.0,civic_education
Lòng tự trọng],Giản dị.,0.0,civic_education
Q là người thiếu tôn trọng và không biết giữ lễ.,Q là người vô cảm.,0.375,civic_education
"Tinh thần nhân ái, giúp đỡ người nghèo, người khó khăn.",Lòng trung thành.,0.0,civic_education
Xác định mục tiêu và ưu tiên công việc,Thời gian hợp lý,0.0,civic_education
Có thể quản lý thời gian và nguồn lực một cách hiệu quả hơn,Chủ động thời gian làm việc,0.1817999929189682,civic_education
Bác Hồ được học hỏi và tiếp xúc với nhiều thứ tiếng trong quá trình hoạt động cách mạng và du học ở Pháp.],Sống và làm việc có kế hoạch.,0.0606000013649463,civic_education
Xác định mục tiêu và lập kế hoạch để đạt được mục tiêu,Sắp xếp công việc,0.0,civic_education
Cha mẹ,Nhà nước,0.0,civic_education
Quyền được tự do ngôn luận],"Quyền được bảo vệ tính mạng, thân thể",0.4444000124931335,civic_education
"Luật dân sự, Luật hình sự, Luật hành chính.",Hiến pháp.,0.0,civic_education
"Luật dân sự, Luật hình sự, Luật tố tụng dân sự, Luật lao động, Luật giáo dục, Luật y tế, Luật an ninh, quốc phòng và các luật khác có liên quan.",Luật hôn nhân và gia đình.,0.1463000029325485,civic_education
Tháng 4 - 1995.,Tháng 1 - 1994.,0.7142999768257141,civic_education
5/4,5/9.,0.666700005531311,civic_education
Tài nguyên rừng đang được phục hồi cả về số lượng lẫn chất lượng.,Tài nguyên rừng của nước ta đang được phục hồi cả về số lượng lẫn chất lượng.,0.9090999960899352,civic_education
Sản phẩm được con người tạo ra trong quá trình công nghiệp.,Cá voi.,0.0,civic_education
"Tăng cường bảo vệ và phục hồi rừng, ngăn chặn tình trạng khai thác rừng không hợp lý]","Nâng cao hiệu quả sử dụng, có chế độ canh tác hợp lí.",0.0588000006973743,civic_education
di sản văn hóa phi vật thể,di sản văn hóa vật thể,0.9230999946594238,civic_education
Di sản văn hóa phi vật thể.,Di sản văn hóa vật thể.,0.9230999946594238,civic_education
Di sản văn hóa vật thể và phi vật thể.,Di sản văn hóa vô hình và hữu hình.,0.5263000130653381,civic_education
"Tôn thờ, thờ cúng các vị thần, tổ tiên.",Yểm bùa,0.0,civic_education
Đạo Công Giáo],Đạo Tin lành.,0.5,civic_education
"Lễ tế, lễ dâng, hoặc lễ cúng]",Tôn giáo.,0.0,civic_education
"Ăn uống cân đối, tập thể dục thường xuyên và ngủ đủ giấc.",hằng ngày không vệ sinh cá nhân,0.0,civic_education
"Không tự chăm sóc sức khỏe, tự ý sử dụng thuốc mà không có chỉ định của bác sĩ",Hằng ngày luyện tập thể dục thể thao,0.0,civic_education
Sức khỏe là cơ sở để con người thực hiện được các chức năng sinh lý và các hoạt động xã hội.,"Sức khỏe giúp chúng ta lạc quan, vui tươi hạnh phúc.",0.166700005531311,civic_education
Quyết tâm làm đến cùng.],Miệt mài làm việc.,0.1429000049829483,civic_education
Lòng kiên nhẫn và siêng năng.,Đức tính tiết kiệm.,0.0,civic_education
Có tiền có đường.,Đi một ngày đàng học một sàng khôn.,0.0,civic_education
Biết cách cư xử đúng mực.,Chỉ chào hỏi người lớn tuổi.,0.0,civic_education
Lễ độ làm nên nhân cách.,Góp gió thành bão.,0.0,civic_education
"Thực hiện các quy định và quy tắc của cơ quan, tổ chức, trường học.",Vứt rác đúng nơi quy định.,0.166700005531311,civic_education
Dừng điện thoại trong giờ học hoặc không đi học đúng giờ.,Mặc đồng phục trường.,0.0,civic_education
sự thể hiện tình cảm và thái độ trân trọng.,sự bày tỏ lòng biết ơn.,0.2000000029802322,civic_education
Cảm ơn là món quà quý giá nhất.,Ăn quả nhớ kẻ trồng cây.,0.0,civic_education
Sự không biết ơn.,Sự đoàn kết.,0.4000000059604645,civic_education
Thải chất thải ra môi trường.,Trồng cây gây rừng.,0.0,civic_education
Sử dụng và bảo vệ thiên nhiên một cách hợp lý và bền vững.,Làm ô nhiễm môi trường thiên nhiên,0.1738999933004379,civic_education
"Rừng, biển, đất.","Rừng, bầu trời, đất.",0.666700005531311,civic_education
"Không quan tâm, không giúp đỡ, không chia sẻ với người khác.",Không chơi với người nghèo.,0.3332999944686889,civic_education
Có thể sống hòa hợp với mọi người và môi trường xung quanh.,Để lợi dụng được lòng tốt của mọi người,0.166700005531311,civic_education
1989,1998,0.0,civic_education
2004,1992,0.0,civic_education
"Nhóm quyền: sống còn, bảo vệ, vui chơi và phát triển.","Nhóm quyền : sống còn, học tập, phát triển và vui chơi.",0.583299994468689,civic_education
1986,1986,1.0,civic_education
Có quốc tịch nước ngoài do được thừa kế hoặc do được quốc gia đó công nhận mà không cần phải đăng ký.,Có công lao đặc biệt cho sự nghiệp xây dựng và bảo vệ Tổ quốc.,0.1500000059604644,civic_education
Trẻ em có một trong các cha mẹ là công dân Việt Nam.,"Mẹ là người nước ngoài, bố là người Việt Nam.",0.3447999954223633,civic_education
"Đường, cầu đường bộ, bến phà đường bộ và các công trình khác]","Hầm dường bộ, bến phà đường bộ",0.5925999879837036,civic_education
"hình tam giác đều, viền đỏ, nền vàng","hình vuông hoặc hình chữ nhật, viền đen, nền trắng",0.4544999897480011,civic_education
Biển hiệu lệnh.,Biển báo nguy hiểm.,0.4444000124931335,civic_education
Nghị định số 143/2021/NĐ-CP về giáo dục quốc gia.,Luật trẻ em.,0.0,civic_education
"Công dân có quyền được tiếp cận với giáo dục, được học tập và phát triển năng lực, trình độ theo khả năng và sở thích của mình",Người già không được đi học,0.1111000031232833,civic_education
Tôn trọng và bảo vệ],Tìm hiểu,0.2222000062465667,civic_education
Điều 15.,Điều 23.,0.75,civic_education
Cơ quan chức năng hoặc người có thẩm quyền],Cảnh sát,0.1537999957799911,civic_education
Cơ bản],Thực chất,0.0,civic_education
"Điều 23, Hiến pháp 2013.","Điều 19, Hiến pháp 2011.",0.800000011920929,civic_education
"Điều 25, Hiến pháp 2013.","Điều 22, Hiến pháp 2013.",0.8999999761581421,civic_education
Quyền dân chủ.,"Quyền được pháp luật bảo hộ về sức khỏe, danh dự và nhân phẩm.",0.2856999933719635,civic_education
2],2,1.0,civic_education
"54 điều, 42 quyền.","51 điều, 23 quyền.",0.6000000238418579,civic_education
Chính trị.,chính trị.,1.0,civic_education
"đối với mọi cá nhân, tổ chức và mọi lĩnh vực của đời sống xã hội.",đối với người vi phạm,0.2608999907970428,civic_education
Tính ổn định và ổn định xã hội.,Tính xác định chặt chế về hình thức.,0.3332999944686889,civic_education
"Tính bảo vệ quyền và lợi ích hợp pháp của cá nhân, gia đình và xã hội.]",Tính quyền lực bắt buộc chung.,0.2399999946355819,civic_education
Thực thi pháp luật.,sử dụng pháp luật,0.4000000059604645,civic_education
chủ thể thực hiện quyền và nghĩa vụ của mình theo quy định của pháp luật.,chủ thể quyết định không thực hiện điều mà pháp luật cắm.,0.4515999853610992,civic_education
cho phép và quy định.,quy định phải làm.,0.2000000029802322,civic_education
"Đi đúng làn đường, không đi vào khu vực cấm hoặc khu vực dành riêng cho các loại xe nhất định.","Lạng lách, đánh võng, chở hàng cồng kềnh.",0.0526000000536441,civic_education
Công dân bình đẳng về quyền và nghĩa vụ trong các lĩnh vực khác ngoài các lĩnh vực được quy định trong Hiến pháp và pháp luật Việt Nam.,Công dân bình đẳng về quyền bầu cử.,0.3332999944686889,civic_education
về cơ hội và điều kiện kinh doanh.,về điều kiện kinh doanh.,0.800000011920929,civic_education
Đều có quyền và nghĩa vụ như nhau.],Đều có quyền như nhau.,0.8234999775886536,civic_education
"Không bị phân biệt bởi dân tộc, giới tính, tôn giáo, giàu nghèo","Đôi khi bị phân biệt bởi giàu nghèo, thành phần và địa vị xã hội",0.4515999853610992,civic_education
"chỉ có người chồng mới có quyền lựa chọn nơi cư trú, quyết định số con và thời gian sinh con.]","chỉ có người vợ mới có nghĩa vụ kế hoạch hoá gia đình, chăm sóc và giáo dục con cái. .",0.3720999956130981,civic_education
"Cá lao động nam và lao động nữ đều phải làm việt như nhau kế cả nặng nhọc, độc hại và ảnh hưởng đến chức năng nuôi con.","Lao động nam và lao động nữ đều làm mọi công việc như nhau, không cần xét đến đặc điểm về chức năng sinh lý.",0.4483000040054321,civic_education
vợ và chồng,cha mẹ và các con.,0.2222000062465667,civic_education
"mọi doanh nghiệp đều được đối xử công bằng và bình đẳng trước pháp luật, không phân biệt về loại hình doanh nghiệp, quy mô, lĩnh vực hoạt động, v.v.",doanh nghiệp nhà nước được ưu tiên hơn các doanh nghiệp khác.,0.1777999997138977,civic_education
Điều 28 Hiến pháp 2013,Giáo luật,0.0,civic_education
54 dân tộc,57,0.0,civic_education
giáo dục.,xã hội.,0.0,civic_education
"Nhà nước tạo điều kiện cho các dân tộc phát triển kinh tế theo hướng công bằng, bình đẳng và phù hợp với đặc điểm, điều kiện của từng dân tộc.",Nhà nước phải bảo đảm để dân tộc chiếm đa số có trình độ phát triển kinh tế cao hơn dân tộc thiểu số.,0.3860000073909759,civic_education
"được pháp luật bảo hộ về tính mạng, sức khỏe của công dân.",bất khả xâm phạm về thân thể của công dân.,0.3077000081539154,civic_education
nghiêm cấm.,ủng hộ.,0.0,civic_education
"Quyền được bảo vệ về bí mật thư tín, điện thoại và hình ảnh của công dân.",Quyền nhân thân của công dân.,0.4444000124931335,civic_education
Quyền được bảo mật thông tin cá nhân],Quyền tự do dân chủ của công dân.,0.3000000119209289,civic_education
tội ác.,điều bình thường.,0.0,civic_education
Quyền bầu cử và quyền được bầu],Quyền bầu cử.,0.7142999768257141,civic_education
Hình thành các cơ quan quyền lực nhà nước],"Thực hiện cơ chế ""dân biết, dân bàn, dân làm, dân kiểm tra"".",0.0833000019192695,civic_education
"Bầu cử công khai, tự do, bình đẳng, dân chủ và bảo đảm bí mật.",Bình đẳng.,0.2105000019073486,civic_education
Bình đẳng.,Phổ thông.,0.0,civic_education
Hình thức dân chủ đại diện.,Hình thức dân chủ xã hội chủ nghĩa,0.625,civic_education
"Quyền học tập và được đào tạo để trở thành người có trình độ, năng lực, uy tín.","Quyền học thường xuyên, suốt đời của công dân.",0.2581000030040741,civic_education
Học cách nấu ăn theo công thức đã có.,Viết bài đăng báo.,0.0,civic_education
Sử dụng và phát huy nhân tài],Coi nhẹ nhân tài.,0.3077000081539154,civic_education
Quyền tự do ngôn luận],Quyền được phát triển.,0.4614999890327453,civic_education
"Quyền học tập tự do, linh hoạt.",Công dân bình đẳng về cơ hội học tập.,0.2105000019073486,civic_education
"Kinh doanh trong những ngành, nghề, lĩnh vực, địa bàn mà Nhà nước khuyến khích hoặc có điều kiện kinh tế-xã hội đặc biệt.]",Kinh doanh trong lĩnh vực bất động sản.,0.3332999944686889,civic_education
Cần có chứng chỉ hành nghề hoặc giấy phép kinh doanh hợp lệ.,Không cần bằng cấp nào nữa.,0.0,civic_education
toàn dân.,"riêng cán bộ, công chức nhà nước.",0.0,civic_education
"Ngành, nghề, lĩnh vực và địa bàn kinh doanh.]",Uy tín nguời đứng đầu doanh nghiệp.,0.1111000031232833,civic_education
"Quốc phòng, an ninh.",Xã hội.,0.0,civic_education
Những vấn đề khoa học xã hội,Những vấn đề quan trọng của thế giới đương đại,0.421099990606308,civic_education
Triết học là hệ thống các quan điểm lí luận chung nhất về thế giới và vị trí của con người trong thế giới đó,Triết học là khoa học nghiên cứu về vị trí của con người trong thế giới,0.6047000288963318,civic_education
Môn Nhân học (hoặc Nhân chủng học),Môn Sinh học,0.4614999890327453,civic_education
Sinh học],Hóa học,0.666700005531311,civic_education
Cách nhìn nhận về bản chất của thế giới và con người,Mặt thứ nhất vấn đề cơ bản của Triết học,0.1599999964237213,civic_education
Thuyết duy vật],Thế giới quan duy tâm,0.4000000059604645,civic_education
Vật chất là cái có trước và sản sinh ra ý thức],Vật chất là cái có trước và quyết định ý thức,0.800000011920929,civic_education
Thế giới khách quan và xã hội],Giới tự nhiên và tư duy,0.1333000063896179,civic_education
"Mọi sự biến đổi của sự vật, hiện tượng xuất phát từ sự tương tác giữa yếu tố khách quan và yếu tố chủ quan của con người",Mọi sự biến đổi đều là tạm thời,0.2632000148296356,civic_education
Tiến triển liên tục và không ngừng,Thụt lùi,0.0,civic_education
Vận động tinh thần,Vận động hóa học,0.6000000238418579,civic_education
Đa dạng và phong phú],Phong phú và đa dạng,0.2856999933719635,civic_education
"Vận động chỉ là thuộc tính của sự vật, hiện tượng trong tự nhiên",Triết học Mác – Lênin khái quát có năm hình thức vận động cơ bản trong thế giới vật chất,0.1026000007987022,civic_education
Sự thay đổi của các bộ phận trong một hệ thống cơ học,Quá trình bốc hơi của nước,0.0908999964594841,civic_education
"Sự thay đổi và tiến bộ của các quan hệ xã hội, kinh tế, chính trị và văn hóa.",Sự xuất hiện các giống loài mới,0.2143000066280365,civic_education
"Xem xét sự vật hiện tượng trong mối quan hệ với các sự vật, hiện tượng khác.",Xem xét sự vật hiện tượng trong hình thức vận động cao nhất của nó,0.4706000089645386,civic_education
"Mọi sự vận động đều là phát triển, nhưng không phải mọi sự phát triển đều là tiến bộ.",Không phải sự phát triển nào cũng là vận động,0.3332999944686889,civic_education
Sinh học,Tư duy,0.0,civic_education
Tương đối (hoặc tương đối hóa),Vận động,0.0,civic_education
"phản ánh sự thống nhất, đồng bộ, cân bằng của sự vật và hiện tượng]",Khác nhau,0.0,civic_education
Đồng thời tồn tại và đấu tranh với nhau],Thống nhất biện chứng với nhau,0.2353000044822693,civic_education
Sự tương đối giữa các mặt đối lập,Sự đấu tranh giữa các mặt đối lập,0.7778000235557556,civic_education
Sự đối lập biện chứng,Sự tồn tại giữa các mặt đối lập,0.53329998254776,civic_education
Sự hòa giải giữa các mặt đối lập,Sự điều hòa giữa các mặt đối lập,0.8888999819755554,civic_education
"Liên hệ gắn bó với nhau, làm tiền đề để cho nhau tồn tại",Thống nhất biện chứng với nhau,0.1738999933004379,civic_education
