Question,predict,label,rouge_score,check_score,score,retained
"<s>[INST] Hãy điền vào trong dấu [] tại lựa chọn D dựa vào trí nhớ của bạn về các bộ dữ liệu.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Thời gian dự phòng lây nhiễm HIV/AIDS tốt nhất là trong thời gian nào?
Lựa chọn: 
A: 1 tiếng.
B: 1 tuần.
C: Ngay sau 2-3 giờ đầu.
D: []
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu. [/INST]",". [/INST]  D: 1 ngày. 

Thời gian dự phòng lây nhiễm HIV/AIDS tốt nhất là trong vòng 1 ngày sau khi tiếp xúc với virus. ",1 tháng.,0.15,0.125,0.0769230769230769,True
"<s>[INST] Hãy điền vào trong dấu [] tại lựa chọn B dựa vào trí nhớ của bạn về các bộ dữ liệu.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Tên gọi của 1 loại vi rút gây suy giảm miễn dịch ở người là?
Lựa chọn: 
A: HIV.
B: []
C: Ebola.
D: Cúm gà.
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu. [/INST]",". [/INST]  B: [] 
Lưu ý rằng câu trả lời của bạn phải khác với các lựa chọn còn lại. ",AIDS.,0.0,0.0,0.0,True
"<s>[INST] Hãy điền vào trong dấu [] tại lựa chọn B dựa vào trí nhớ của bạn về các bộ dữ liệu.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Dấu hiệu lâm sàng chính khi mắc HIV/AIDS là?
Lựa chọn: 
A: Sút cân trên 10% trọng lượng cơ thể.
B: []
C: Ỉa chảy kéo dài trên 1 tháng.
D: Cả A, B, C.
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu. [/INST]",. [/INST]  B: Ỉa chảy kéo dài trên 1 tháng. ,Sốt kéo dài trên 1 tháng.,0.7200000000000001,0.6666666865348816,0.6666666666666667,False
"<s>[INST] Hãy điền vào trong dấu [] tại lựa chọn A dựa vào trí nhớ của bạn về các bộ dữ liệu.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Virut HIV lây qua:
Lựa chọn: 
A: []
B: Muỗi, côn trùng chích hút máu người nhiễm HIV rồi chích sang người lành
C: Ho, hắt hơi
D: Hút thuốc lá, uống rượu bia chung với người nhiễm HIV
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu. [/INST]",". [/INST]  A: [] 
C: Ho, hắt hơi ","Ăn, uống chung ly, chén với người nhiễm HIV",0.0909090909090909,0.0,0.0,True
"<s>[INST] Hãy điền vào trong dấu [] tại lựa chọn A dựa vào trí nhớ của bạn về các bộ dữ liệu.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Các việc làm phòng, chống HIV/AIDS là?
Lựa chọn: 
A: []
B: Tham gia các hoạt động phòng, chống tại địa phương.
C: Không buôn bán, vận chuyển, tàng trữ chất ma túy.
D: Cả A, B, C.
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu. [/INST]",". [/INST]  A: [] 

Câu trả lời này không có trong các lựa chọn đã cho. ",Tuyên truyền tới mọi người tác hại của ma túy để mọi người phòng chống.,0.2553191489361702,0.0,0.0,True
"<s>[INST] Hãy điền vào trong dấu [] tại lựa chọn B dựa vào trí nhớ của bạn về các bộ dữ liệu.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Cơ quan, tổ chức nào được nghiên cứu, chế tạo, sản xuất, kinh doanh, xuất khẩu, nhập khẩu, sửa chữa vũ khí?
Lựa chọn: 
A: Tổ chức, doanh nghiệp thuộc Bộ Quốc Phòng và Bộ Công an.
B: []
C: Công ty tư nhân.
D: Tổ chức phản động.
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu. [/INST]",". [/INST]  B: [] 

Lưu ý: Câu trả lời này không được tìm thấy trong các lựa chọn đã cho. ",Cá nhân.,0.1379310344827586,0.0,0.0,True
"<s>[INST] Hãy điền vào trong dấu [] tại lựa chọn B dựa vào trí nhớ của bạn về các bộ dữ liệu.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Ngày toàn dân phòng cháy chữa cháy là
Lựa chọn: 
A: Ngày 4 tháng 10
B: []
C: Ngày 14 tháng 10
D: Ngày 10 tháng 4
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu. [/INST]",. [/INST]  B: Ngày 4 tháng 10 ,Ngày 14 tháng 4,0.5714285714285715,0.625,0.4,True
"<s>[INST] Hãy điền vào trong dấu [] tại lựa chọn B dựa vào trí nhớ của bạn về các bộ dữ liệu.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Hành động nào sau đây không thực hiện đúng quy định về phòng ngừa tai nạn về vũ khí, cháy, nổ và các chất độc hại?
Lựa chọn: 
A: Sử dụng súng tự chế.
B: []
C: Dùng dao để đánh nhau.
D: Cả A, B, C.
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu. [/INST]",. [/INST]  B: Không có lựa chọn nào trong số các lựa chọn trên. ,Cưa mìn để lấy thuốc nổ.,0.3333333333333332,0.0,0.0,True
"<s>[INST] Hãy điền vào trong dấu [] tại lựa chọn C dựa vào trí nhớ của bạn về các bộ dữ liệu.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Các trường hợp nổ súng quân dụng khi thực hiện nhiệm vụ bảo đảm an ninh, trật tự là?
Lựa chọn: 
A: Đối tượng đang sử dụng vũ khí, vật liệu nổ, vũ lực hoặc công cụ, phương tiện khác tấn công hoặc chống trả đe dọa tính mạng, sức khỏe của người thi hành công vụ hoặc người khác.
B: Đối tượng đang sử dụng vũ khí, vật liệu nổ, vũ lực hoặc công cụ, phương tiện khác gây rối trật tự công cộng đe dọa tính mạng, sức khỏe, tài sản của người khác.
C: []
D: Cả A, B, C.
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu. [/INST]",". [/INST]  C: Đối tượng đang sử dụng vũ khí, vật liệu nổ, vũ lực hoặc công cụ, phương tiện khác gây rối trật tự công cộng đe dọa tính mạng, sức khỏe, tài sản của người khác. ","Khi biết rõ đối tượng đang thực hiện hành vi phạm tội nghiêm trọng, phạm tội rất nghiêm trọng, phạm tội đặc biệt nghiêm trọng.",0.3018867924528302,0.0967741906642913,0.0967741935483871,True
"<s>[INST] Hãy điền vào trong dấu [] tại lựa chọn C dựa vào trí nhớ của bạn về các bộ dữ liệu.
Hãy nhớ một luật quan trọng rằng: câu trả lời của bạn phải khác các lựa chọn còn lại
Câu hỏi: Thuốc trừ sâu, thuốc diệt chuột là
Lựa chọn: 
A: Vũ khí
B: Chất độc hại
C: []
D: Chất nổ
Hãy đưa ra câu trả lời chỉ chứa duy nhất nội dung của phần lựa chọn được yêu cầu. [/INST]",". [/INST]  C: Thuốc trừ sâu, thuốc diệt chuột là chất độc hại. ",Chất thải,0.2608695652173913,0.1428571492433548,0.1428571428571428,True
