predict,label,score
"Tổ chức, doanh nghiệp thuộc Bộ Quốc Phòng và Bộ Công an.",Cá nhân.,0.0
Ngày 10 tháng 10,Ngày 14 tháng 10,0.75
Không có hành động nào trong các hành động trên.,Dùng dao để đánh nhau.,0.0
"Đối tượng đang sử dụng vũ khí, vật liệu nổ, vũ lực hoặc công cụ, phương tiện khác chống người thi hành công vụ có độ nguy hiểm cao.","Khi biết rõ đối tượng đang thực hiện hành vi phạm tội nghiêm trọng, phạm tội rất nghiêm trọng, phạm tội đặc biệt nghiêm trọng.",0.14814814814814817
Thuốc trừ sâu,Vũ khí,0.0
Từ 10 năm đến 15 năm. ,Từ 1 năm đến 5 năm.,0.6666666666666666
Chiếm hữu hoàn toàn và chiếm hữu không hoàn toàn.,Chiếm hữu của chủ sở hữu.,0.37499999999999994
Quyền sở hữu.,Quyền chiếm hữu.,0.6666666666666666
Công nhận và đảm bảo.,Bảo hộ và chịu trách nhiệm.,0.1818181818181818
"Tuyên truyền, giáo dục công dân cách thức bảo vệ quyền sở hữu của mình và ý thức tôn trọng quyền sở hữu của người khác.",Ghi nhận trong Hiến pháp và các văn bản quy định pháp luật quyền sở hữu của công dân.,0.2222222222222222
Con người tác động vào tự nhiên để tạo ra các sản phẩm phù hợp với như cầu của mình. ,"Tạo ra cơm ăn, áo mặc, tạo ra tư liệu sản xuất.",0.18749999999999997
Tạo ra các giá trị vật chất và tinh thần ,Thúc đẩy tăng trưởng kinh tế.,0.0
Việc làm của người lao động. ,Thu nhập của người lao động.,0.6666666666666666
Công cụ lao động.,Kết cấu hạ tầng của sản xuất.,0.0
Máy móc hiện đại.,Đối tượng lao động.,0.0
Hai điều kiện,Hai điều kiện,1.0
Giá trị sử dụng,Giá cả và giá trị sử dụng,0.7272727272727273
Lao động của người sản xuất hàng hóa kết tinh trong hàng hóa,Chi phí làm ra hàng hóa,0.21052631578947367
Người sản xuất mang hàng hóa ra thị trường bán,Người sản xuất cung ứng hàng hóa phù hợp với nhu cầu nhu cầu của người tiêu dùng,0.35714285714285715
Không khí,Nước máy,0.0
Công bằng,Khoan dung,0.0
Giao công việc cho nam nhiều hơn nữ.,"Trong công việc, ưu ái người nhà hơn người ngoài.",0.33333333333333326
"công bằng, chính trực.","mánh khoé, vụ lợi.",0.0
Đức tính chí công vô tư,Đức tính trung thực,0.4
Cán bộ lớp đương nhiên là người chí công vô tư.,Luôn nhận định theo số đông là chí công vô tư.,0.45454545454545453
E là người chăm chỉ.,E là người trung thực.,0.6
"Không chán nản, tuyệt vọng khi gặp khó khăn.","Bình tĩnh, sáng suốt đưa ra những quyết định đúng đắn.",0.0
Bỏ qua.,Yêu cầu bạn mua đền món đồ.,0.0
N là người có trách nhiệm. ,N là người tôn trọng người khác.,0.4615384615384615
Dù ai nói ngả nói nghiêng/ Lòng ta vẫn vững như kiềng ba chân. ,Học thầy không tày học bạn.,0.0
Không kiên định ,Cần cù,0.0
B là người không trung thực. ,B là người không tự tin.,0.6666666666666666
Phát biểu trong các cuộc họp lớp.,Đi học đúng giờ,0.0
Dân chủ ,Khiêm nhường,0.0
Bỏ phiếu kín ,Tích cực tham gia các hoạt động của lớp.,0.0
Tham gia thảo luận và đóng góp ý kiến.,Không tham gia các hoạt động của lớp.,0.23529411764705882
"Thiết lập quan hệ hợp tác, hữu nghị giữa các dân tộc","Gây chiến tranh, khủng bố ở nhiều nơi trên thế giới",0.0
Liên Hợp Quốc,những nước đang có chiến tranh,0.0
Ngoại giao,Bảo vệ đất nước,0.0
30/4/1975. ,30/4/1954.,0.0
có giá trị cao trong một thời gian nhất định. ,có chất lượng nhưng mất nhiều thời gian.,0.33333333333333326
Nghỉ giải lao.,Vừa xem ti vi vừa ăn cơm.,0.0
Động lực.,Tiền đề.,0.0
Không có ý nghĩa. ,Thúc đẩy sự phát triển của đất nước trong thời kì hội nhập.,0.0
"Làm việc năng suất, chất lượng sẽ đem lại hiệu quả trong lao động.",Trong sản xuất chỉ cần chú ý đến chất lượng sản phẩm.,0.15384615384615383
cân bằng giữa học tập và giải trí.,chép bài của bạn.,0.0
"năng động, sáng tạo trong công việc",hợp tác cùng phát triển.,0.0
Tình yêu chân chính,Hoàn cảnh gia đình tương xứng,0.0
18 tuổi,"Nam từ 20 tuổi trở lên, nữ từ 18 tuổi trở lên",0.2857142857142857
"Hôn nhân là sự liên kết đặc biệt giữa một nam và một nữ trên nguyên tắc bình đẳng, tự nguyện.","Hôn nhân nhằm mục đích chung sống lâu dài và xây dựng gia đình hoà thuận, hạnh phúc.",0.15384615384615383
Không có hậu quả nào trong số trên.,Ảnh hưởng xấu đến sức khoẻ của cả mẹ và con.,0.0
Hôn nhân giữa người theo tôn giáo với người không theo tôn giáo.,"Hôn nhân tiến bộ, một vợ một chồng, vợ chồng bình đẳng.",0.16
Con hư tại mẹ cháu hư tại bà.,"Ép dầu ép mỡ, ai nỡ ép duyên.",0.0
lao động tự do,cải tạo,0.0
Trả lương không đúng hạn.,Công dân đủ 16 tuổi được nhận vào các công ty để làm việc.,0.0
],việc làm theo sở thích của mình.,0.0
7 giờ/ngày và 35 giờ/tuần,6 giờ/ngày và 30 giờ/tuần.,0.6
các quan hệ công vụ và nhân thân ,"các quan hệ lao động, công vụ nhà nước.",0.5882352941176471
Ngăn chặn người vi phạm có thể có vi phạm mới.,Lập lại trật tự xã hội.,0.0
trách nhiệm pháp lí,vi phạm pháp luật.,0.25
pháp luật hành chính.,pháp luật dân sự,0.5
Bạn B là người ích kỷ. ,Bạn B là người vô ý thức.,0.6153846153846153
"Không phô trương, khoe khoang.","Ăn mặc gọn gàng, không lòe loẹt.",0.16666666666666666
Được mọi người tôn trọng và ngưỡng mộ. ,Được mọi người giúp đỡ.,0.4615384615384615
Xa hoa ,Thẳng thắn.,0.0
Không giao tiếp với người dân tộc.,Không chơi với bạn khác giới.,0.30769230769230765
Lối sống không giản dị. ,Đức tính khiêm tốn.,0.0
],Điều kiện.,0.0
"Không phô trương, không khoe khoang, không khoe khoang. ","Thực hiện đúng nội quy của nhà trường đề ra, trang phục khi đến trường sạch sẽ, tươm tất, lịch sử, bảo vệ của công, không xa hoa lãng phí.",0.05128205128205128
Can đảm. ,Khiêm tốn.,0.0
Trung thực là chính sách tốt nhất ,Người gian thì sợ người ngay/ Người ngay chẳng sợ đường cày cong queo,0.0
Đức tính khiêm tốn.,Đức tính thật thà.,0.5
Nói dối,Không bao che cho bạn khi mắc lỗi,0.0
Không trung thực.,Chăm chỉ.,0.0
"Nhắc nhở, giúp đỡ bạn trong học tập và khuyên bạn không được làm như vậy vì vi phạm kỉ luật.",Nói với bố mẹ bạn K để bố mẹ bạn K dạy giỗ.,0.11764705882352941
V là người không đáng tin cậy. ,V là người vô cảm.,0.5
Sự kiên trì ,Khiêm tốn.,0.0
Luôn trách mắng người khác mà không nhận lỗi ở mình,Luôn làm sai,0.14285714285714288
Tiết kiệm.,Giản dị.,0.0
Q là người không trung thực.,Q là người vô cảm.,0.5454545454545454
Lòng nhân ái ,Lòng trung thành.,0.3333333333333333
Có thời gian nghỉ ngơi và học tập,Thời gian hợp lý,0.3333333333333333
"Hoàn thành công việc đến nơi đến chốn và có hiệu quả, không bỏ sót công việc",Chủ động thời gian làm việc,0.08695652173913045
"Siêng năng, cần cù.",Sống và làm việc có kế hoạch.,0.0
Lập kế hoạch,Sắp xếp công việc,0.0
Cha mẹ ,Nhà nước,0.0
Quyền được khai sinh có quốc tịch,"Quyền được bảo vệ tính mạng, thân thể",0.26666666666666666
"Luật bảo vệ, chăm sóc và giáo dục trẻ em.",Hiến pháp.,0.0
Luật trẻ em.,Luật hôn nhân và gia đình.,0.2222222222222222
Tháng 12 - 1991.,Tháng 1 - 1994.,0.3333333333333333
5/9. ,5/9.,1.0
Chất lượng rừng đã được phục hồi nhưng diện tích rừng đang giảm sút nhanh.,Tài nguyên rừng của nước ta đang được phục hồi cả về số lượng lẫn chất lượng.,0.25
Dung dịch HCl được điều chế trong phòng thí nghiệm. ,Cá voi.,0.0
"Trồng rừng, bảo vệ vốn rừng.","Nâng cao hiệu quả sử dụng, có chế độ canh tác hợp lí.",0.0
di sản thế giới,di sản văn hóa vật thể,0.4
Di sản văn hóa thế giới.,Di sản văn hóa vật thể.,0.6666666666666666
Di sản văn hóa vật thể và phi vật thể.,Di sản văn hóa vô hình và hữu hình.,0.5263157894736842
Thắp hương trước lúc đi xa ,Yểm bùa,0.0
Đạo Tin Lành.,Đạo Tin lành.,1.0
Thờ cúng tổ tiên.,Tôn giáo.,0.0
Tập thể dục thường xuyên ,hằng ngày không vệ sinh cá nhân,0.0
Ngủ đủ giấc,Hằng ngày luyện tập thể dục thể thao,0.0
"Sức khoẻ là vốn quý của con người, giúp chúng ta học tập, lao động có hiệu quả, có cuộc sống lạc quan, vui tươi hạnh phúc.","Sức khỏe giúp chúng ta lạc quan, vui tươi hạnh phúc.",0.5263157894736842
Thường xuyên làm việc.,Miệt mài làm việc.,0.5
Sự kiên trì.,Đức tính tiết kiệm.,0.0
Tiết kiệm là quốc sách. ,Đi một ngày đàng học một sàng khôn.,0.0
Biết cách cư xử đúng mực.,Chỉ chào hỏi người lớn tuổi.,0.0
Ăn cháo đá bát. ,Góp gió thành bão.,0.0
Giữ gìn vệ sinh lớp học.,Vứt rác đúng nơi quy định.,0.0
Không tuân theo quy định của trường. ,Mặc đồng phục trường.,0.18181818181818182
sự bày tỏ thái độ trân trọng.,sự bày tỏ lòng biết ơn.,0.4615384615384615
Uống nước nhớ nguồn.,Ăn quả nhớ kẻ trồng cây.,0.2
Sự biết ơn.,Sự đoàn kết.,0.3333333333333333
Phá rừng.,Trồng cây gây rừng.,0.3333333333333333
Bảo tồn thiên nhiên ,Làm ô nhiễm môi trường thiên nhiên,0.36363636363636365
"Rừng, đất, biển. ","Rừng, bầu trời, đất.",0.5714285714285715
Không tham gia các hoạt động do nhà trường phát động.,Không chơi với người nghèo.,0.12500000000000003
Có nhiều bạn bè và đồng nghiệp,Để lợi dụng được lòng tốt của mọi người,0.0
1989,1998,0.0
1992 ,1992,1.0
"Nhóm quyền: sống còn, bảo vệ, phát triển và tham gia.","Nhóm quyền : sống còn, học tập, phát triển và vui chơi.",0.6363636363636364
1986,1986,1.0
Có lý do chính đáng.,Có công lao đặc biệt cho sự nghiệp xây dựng và bảo vệ Tổ quốc.,0.1
Có cha hoặc mẹ là người Việt Nam.,"Mẹ là người nước ngoài, bố là người Việt Nam.",0.5555555555555556
"đường, cầu đường bộ, bến phà đường bộ và các công trình khác","Hầm dường bộ, bến phà đường bộ",0.5
"hình chữ nhật, viền đỏ, nền trắng, hình vẽ màu đen ","hình vuông hoặc hình chữ nhật, viền đen, nền trắng",0.5714285714285713
Biển báo nguy hiểm.,Biển báo nguy hiểm.,1.0
Luật giáo dục.,Luật trẻ em.,0.3333333333333333
"Có thể trốn học, bỏ học nếu mình không thích ",Người già không được đi học,0.125
],Tìm hiểu,0.0
Điều 23. ,Điều 23.,1.0
],Cảnh sát,0.0
Cơ bản,Thực chất,0.0
"Điều 20, Hiến pháp 2011.","Điều 19, Hiến pháp 2011.",0.8000000000000002
"Điều 22, Hiến pháp 2013.","Điều 22, Hiến pháp 2013.",1.0
"Quyền bất khả xâm phạm về chỗ ở, thư tín, điện thoại, điện tín.","Quyền được pháp luật bảo hộ về sức khỏe, danh dự và nhân phẩm.",0.14285714285714285
2,2,1.0
"54 điều, 29 quyền. ","51 điều, 23 quyền.",0.5
xã hội. ,chính trị.,0.0
trong tất cả các lĩnh vực của đời sống xã hội.,đối với người vi phạm,0.0
Tính ổn định. ,Tính xác định chặt chế về hình thức.,0.36363636363636365
Tính quy phạm phổ biến.,Tính quyền lực bắt buộc chung.,0.1818181818181818
thực thi pháp luật. ,sử dụng pháp luật,0.5
chủ thể thực hiện nghĩa vụ của mình bằng những hành động tích cực. ,chủ thể quyết định không thực hiện điều mà pháp luật cắm.,0.30769230769230765
không cấm. ,quy định phải làm.,0.0
"Đi xe đúng làn đường, phần đường quy định.","Lạng lách, đánh võng, chở hàng cồng kềnh.",0.0
Công dân bình đẳng về quyền và nghĩa vụ. ,Công dân bình đẳng về quyền bầu cử.,0.7058823529411765
trong kinh doanh. ,về điều kiện kinh doanh.,0.5
Đều có nghĩa vụ như nhau.,Đều có quyền như nhau.,0.7272727272727272
"Không bị phân biệt bởi dân tộc, giới tính, tôn giáo, giàu nghèo","Đôi khi bị phân biệt bởi giàu nghèo, thành phần và địa vị xã hội",0.42857142857142855
"vợ, chồng bình đẳng với nhau, có quyền và nghĩa vụ ngang nhau về mọi mặt trong gia đình. ","chỉ có người vợ mới có nghĩa vụ kế hoạch hoá gia đình, chăm sóc và giáo dục con cái. .",0.3076923076923077
"Lao động nam và lao động nữ đều phải làm việt như nhau kế cả nặng nhọc, độc hại và ảnh hưởng đến chức năng nuôi con.","Lao động nam và lao động nữ đều làm mọi công việc như nhau, không cần xét đến đặc điểm về chức năng sinh lý.",0.5384615384615384
vợ và chồng,cha mẹ và các con.,0.25
mọi doanh nghiệp đều được kinh doanh các mặt hàng như nhau.,doanh nghiệp nhà nước được ưu tiên hơn các doanh nghiệp khác.,0.3333333333333333
Luật,Giáo luật,0.6666666666666666
53 ,57,0.0
cơ hội. ,xã hội.,0.5
Nhà nước phải bảo đảm để công dân của tất cả các dân tôc đều có cơ hội phát triển kinh tế như nhau ,Nhà nước phải bảo đảm để dân tộc chiếm đa số có trình độ phát triển kinh tế cao hơn dân tộc thiểu số.,0.5
"được pháp luật bảo hộ về tính mạng, sức khỏe của công dân. ",bất khả xâm phạm về thân thể của công dân.,0.34782608695652173
không quy định.,ủng hộ.,0.0
Quyền bất khả xâm phạm về chỗ ở của công dân.,Quyền nhân thân của công dân.,0.4705882352941177
"Quyền được đảm bảo an toàn và bí mật thư tín, điện thoại, điện tín của công dân.",Quyền tự do dân chủ của công dân.,0.30769230769230765
vi phạm pháp luật.,điều bình thường.,0.0
Quyền bầu cử.,Quyền bầu cử.,1.0
Nhân dân thực hiện hình thức dân chủ trực tiếp,"Thực hiện cơ chế ""dân biết, dân bàn, dân làm, dân kiểm tra"".",0.2608695652173913
Bình đẳng. ,Bình đẳng.,1.0
Bình đẳng. ,Phổ thông.,0.0
Hình thức dân chủ đại diện. ,Hình thức dân chủ xã hội chủ nghĩa,0.5714285714285715
Quyền học tập bình đẳng của công dân.,"Quyền học thường xuyên, suốt đời của công dân.",0.5882352941176471
Học nghề sửa chữa điện tử.,Viết bài đăng báo.,0.0
Phát huy nhân tài.,Coi nhẹ nhân tài.,0.5
Quyền tự do ngôn luận,Quyền được phát triển.,0.22222222222222224
Quyền học tập theo nhu cầu và điều kiện của mình. ,Công dân bình đẳng về cơ hội học tập.,0.19999999999999998
"Kinh doanh trong những ngành, nghề, lĩnh vực, địa bàn mà Nhà nước khuyến khích. ",Kinh doanh trong lĩnh vực bất động sản.,0.43478260869565216
Có chứng chỉ bồi dưỡng kiến thức về thuốc bảo vệ thực vật.,Không cần bằng cấp nào nữa.,0.0
mọi người quan tâm.,"riêng cán bộ, công chức nhà nước.",0.0
"Ngành, nghề, lĩnh vực và địa bàn kinh doanh.",Uy tín nguời đứng đầu doanh nghiệp.,0.125
"Quốc phòng, an ninh.",Xã hội.,0.0
Những vấn đề cần thiết của xã hội,Những vấn đề quan trọng của thế giới đương đại,0.4444444444444445
Triết học là hệ thống các quan điểm lí luận chung nhất về thế giới và vị trí của con người trong thế giới đó,Triết học là khoa học nghiên cứu về vị trí của con người trong thế giới,0.5853658536585366
Nhân chủng học ,Môn Sinh học,0.3333333333333333
Sinh học,Hóa học,0.5
Cách trả lời vấn đề cơ bản của triết học ,Mặt thứ nhất vấn đề cơ bản của Triết học,0.7
Chủ nghĩa duy vật ,Thế giới quan duy tâm,0.22222222222222224
Ý thức là cái có trước và sản sinh ra giới tự nhiên,Vật chất là cái có trước và quyết định ý thức,0.41666666666666663
Giới tự nhiên và đời sống xã hội,Giới tự nhiên và tư duy,0.5714285714285715
"Mọi sự biến đổi của sự vật, hiện tượng xuất phát từ ý thức của con người",Mọi sự biến đổi đều là tạm thời,0.31999999999999995
Tiến lên,Thụt lùi,0.0
Vận động xã hội,Vận động hóa học,0.5
Vận động và phát triển không ngừng,Phong phú và đa dạng,0.16666666666666666
"Vận động là thuộc tính vốn có, là phương thức tồn tại của sự vật, hiện tượng",Triết học Mác – Lênin khái quát có năm hình thức vận động cơ bản trong thế giới vật chất,0.16216216216216214
Sự biến đổi của nền kinh tế,Quá trình bốc hơi của nước,0.15384615384615383
Sự xuất hiện các cấu trúc xã hội mới ,Sự xuất hiện các giống loài mới,0.6250000000000001
"Xem xét sự vật hiện tượng trong trạng thái vận động, biến đổi không ngừng ",Xem xét sự vật hiện tượng trong hình thức vận động cao nhất của nó,0.6
Mọi sự vận động đều không phải là phát triển ,Không phải sự phát triển nào cũng là vận động,0.4000000000000001
Khoa học,Tư duy,0.0
Phát triển ,Vận động,0.0
Ngược chiều nhau ,Khác nhau,0.4
"Vừa thống nhất với nhau, vừa đấu tranh với nhau",Thống nhất biện chứng với nhau,0.5
Sự thống nhất giữa các mặt đối lập,Sự đấu tranh giữa các mặt đối lập,0.75
Sự phủ định giữa các mặt đối lập,Sự tồn tại giữa các mặt đối lập,0.75
Sự phủ định biện chứng ,Sự điều hòa giữa các mặt đối lập,0.15384615384615385
"Liên hệ gắn bó với nhau, làm tiền đề để cho nhau tồn tại",Thống nhất biện chứng với nhau,0.2
Một thể thống nhất,Một tập hợp,0.28571428571428575
"Mâu thuẫn không phải là một chỉnh thể, trong đó có hai mặt đối lập",Mâu thuẫn chỉ được giải quyết bằng sự đấu tranh giữa các mặt đối lập,0.3333333333333333
Mĩ và I-ran đang trong tình trạng chiến tranh,Hai gia đình hàng xóm tranh chấp đất đai,0.1111111111111111
"Sự vật, hiện tượng bị biến đổi theo chiều hướng tiêu cực ","Sự vật, hiện tượng bị tiêu vong",0.631578947368421
Có hai mặt đối lập liên hệ chặt chẽ với nhau ,Có nhiều mặt đối lập trong một sự vật,0.39999999999999997
Điểm giới hạn,Độ,0.0
"Sự vật mới hình thành, phát triển",Lượng mới ra đời,0.18181818181818182
Chất mới ra đời,Lượng mới hình thành,0.25
Lượng biến đổi trong giới hạn cho phép,Tăng lượng liên tục,0.16666666666666666
Xã hội ,Lãnh đạo,0.0
Bảo vệ trẻ em,Tôn trọng pháp luật,0.0
Làm việc vì lợi ích của tập thể,Đặt nhu cầu của cá nhân lên trên,0.125
Bảo vệ Tổ quốc là nghĩa vụ của mọi công dân ,Học tốt là nghĩa vụ của học sinh,0.4210526315789474
Sẵn sàng tham gia bảo vệ Tổ quốc,Không ngừng học tập để nâng cao trình độ,0.0
Lương tâm,Danh dự,0.0
Học tập để nâng cao trình độ,Tạo ra nhiều công việc cho mọi người,0.0
Nói dối để tránh bị phạt,Xả rác không đúng nơi quy định,0.0
Lo lắng,Thoải mái,0.0
Giúp người già neo đơn,Vui vẻ khi lấy cắp tài sản nhà nước,0.0
Không vui với việc làm từ thiện của người khác ,Chào hỏi người lớn tuổi,0.13333333333333333
Kết hôn theo ý muốn của mình,Kết hôn ở độ tuổi mình thích,0.42857142857142855
Viết cam kết hôn nhân tự nguyện,Báo cáo họ hàng hai bên,0.0
Hôn nhân phải được sự đồng ý của bố mẹ,Hôn nhân phải dựa vào lợi ích kinh tế,0.3157894736842105
Kết hôn ,Chia con cái,0.0
"Một vợ, một chồng và bình đẳng",Ép buộc và dựa trên lợi ích kinh tế,0.125
Bình đẳng trong quan hệ vợ chồng,Bình đẳng trong xã hội,0.5
Làng,Dòng họ,0.0
Nhà nước công nhận,Gia đình đồng ý,0.0
Bảo vệ môi trường,"Nuôi dưỡng, giáo dục con cái",0.0
Cha mẹ và con nuôi,Cha mẹ và con đẻ,0.8000000000000002
Của thời đại,Của Nhà nước,0.3333333333333333
Của thời đại,Của đất nước,0.3333333333333333
Sống có trách nhiệm với cộng đồng,Sống vô tư trong cộng đồng,0.4615384615384615
Theo từng trường hợp ,Theo tình cảm,0.28571428571428575
Quan hệ giữa các quốc gia ,Quan hệ giữa các địa phương,0.6666666666666666
Hạnh phúc hơn ,Tự do hơn,0.3333333333333333
Bảo vệ,Ủng hộ,0.0
Chỉ giúp đỡ người nào đã giúp đỡ mình ,Nhường nhịn người khác,0.15384615384615383
"Không có chấp với người có lỗi lầm, biết hối cải",Yêu thương mọi người như nhau,0.11764705882352942
Lòng nhân ái,Chu đáo,0.0
Trách nhiệm ,Nhân đạo,0.0
Lòng biết ơn,Biết ơn,0.8
Hai người của dân tộc A cùng nhau lấn chiếm đất của người thuộc dân tộc B,Một nhóm thanh niên trong bản cùng nhau đánh người thuộc dân tộc khác,0.3870967741935484
Nhân dân thôn C và thôn D cùng nhau công kích nhân dân xã E,Chính quyền xã A và xã B cùng bàn với nhau về việc cô lập xã C,0.25
Học nhóm để cùng hợp tác với các bạn,Cần học nhóm nhưng không cần hợp tác,0.47058823529411764
Trách nhiệm ,Tự giác,0.0
Sông Đà.,Sông Kỳ Cùng.,0.4
Sông Hồng và sông Mê Công.,Sông Hồng và sông Mã.,0.7272727272727272
Hồ Dầu Tiếng.,Hòa Bình.,0.0
4 đai khí hậu.,4 đai khí hậu.,1.0
Tây Bắc Bộ.,Nam Trung Bộ.,0.3333333333333333
Đồng bằng sông Hồng.,Đồng bằng Thanh - Nghệ - Tĩnh.,0.4444444444444445
Bắc - Nam.,Bắc - Nam.,1.0
2,2,1.0
Trung Quốc. ,Trung Quốc.,1.0
29 tỉnh/ thành phố. ,29 tỉnh/ thành phố.,1.0
Campuchia.,Cam-pu-chia.,1.0
1987,1987,1.0
Đất liền,Phần đất liền,0.8
"Tham quan, du lịch. ","Tham quan, du lịch.",1.0
$303.221 km^2$,$330.221 km^2$,0.5
Lào Cai ,Cà Mau,0.0
"Vị trí cầu nối giữa đất liền và biển, giữa các nước Đông Nam Á đất liền và Đông Nam Á hải đảo.",Nằm trong vùng nội chí tuyến.,0.0
Không có đảo.,Đứng thứ 3 trong các biển thuộc Thái Bình Dương.,0.0
Biển Đông,Biển Xu-Lu,0.5
"Mùa hạ mát, mùa đông ấm hơn đất liền, biên độ nhiệt lớn.","Mùa hạ nóng, mùa đông lạnh hơn đất liền, biên độ nhiệt lớn.",0.8461538461538461
"Giai đoạn Tiền Cambri, giai đoạn cổ kiến tạo, giai đoạn Tân kiến tạo ","Giai đoạn cổ sinh, giai đoạn Trung sinh, giai đoạn Tân sinh.",0.5384615384615384
"Sông Mã, Pu Hoạt, Kon Tum.","Việt Bắc, Hoàng Liên Sơn.",0.0
10 triệu năm,15 triệu năm,0.6666666666666666
Giai đoạn Trung sinh,Giai đoạn Tân kiến tạo,0.4444444444444445
Giai đoạn Tân kiến tạo. ,Giai đoạn Tiền Cambri,0.4444444444444445
50 loại,50 loại,1.0
"Việt Nam là một quốc gia nghèo tài nguyên khoáng sản, nhưng có có một số mỏ khoáng sản với trữ lượng lớn. ",Tài nguyên khoáng sản nước ta phân bố rộng khắp trên cả nước.,0.2222222222222222
Rắn,Rắn,1.0
Vừa và nhỏ,Nhỏ,0.5
"Bôxit, apatit.","Than, dầu mỏ, khí đốt.",0.0
Khai thác sử dụng còn lãng phí.,"Một số khoáng sản có nguy cơ cạn kiệt,",0.0
Đồng bằng sông Hồng,Đồng bằng sông Hồng.,1.0
Đông Bắc-Tây Nam ,Đông Bắc – Tây Nam,0.5
Nằm phía dưới xích đạo.,Là kinh tuyến nằm bên phải của kinh tuyến gốc.,0.13333333333333333
Kinh tuyến gốc. ,Kinh tuyến Đông.,0.6666666666666666
Vị trí thứ 6,Vị trí thứ 7,0.75
Bản đồ có tỉ lệ 1: 1.000.000,Bản đồ có tỉ lệ 1: 150.000,0.8571428571428571
12km,16km,0.0
1:105.000,1:500.000,0.0
Hình vẽ thu nhỏ trên giấy của một khu vực,Hình vẽ của một quốc gia được thu nhỏ lại,0.4000000000000001
Kinh độ và vĩ độ tại một điểm ,Vĩ độ tại đường vĩ tuyến gốc,0.39999999999999997
Đông,Tây,0.0
Đông Nam của châu Á,Tây Nam của châu Á,0.8000000000000002
Theo vĩ tuyến gốc và kinh tuyến gốc. ,Theo hướng mũi tên trên bản đồ.,0.13333333333333333
Tây Bắc,Bắc Tây,0.5
Càng dốc ,Càng thấp,0.5
Đọc bản chú giải ,Xem tỉ lệ,0.0
2,2,1.0
Phân tán,Tập trung tại một chỗ,0.0
Hình ,Hình học,0.6666666666666666
Trục Trái đất nghiêng ,Trái đất quay từ Đông sang Tây,0.36363636363636365
Nam,Giữ nguyên hướng không đổi,0.0
Ngày đêm.,Ngày đêm nối tiếp nhau.,0.5714285714285715
Kim loại đen,Kim loại đen,1.0
Khoáng vật và các loại đá có ích.,Các loại đá do nhiều loại khoáng vật khác nhau kết hợp lại.,0.2857142857142857
7 nhóm ,2 nhóm,0.5
"Đồng, chì, sắt","Apatit, dầu lửa",0.0
Khí nito ,Khí cacbonic,0.5
5 tầng ,5 tầng,1.0
"12 giờ, 18 giờ, 24 giờ","6 giờ, 14 giờ, 22 giờ",0.5
"Trong bóng râm, cách mặt đất 2m","Ngoài trời, sát mặt đất",0.3333333333333333
