predict,label,score
Lực lượng lao động,Kết cấu hạ tầng của sản xuất.,0.0
Tư duy sáng tạo,Đối tượng lao động.,0.0
Hai,Hai điều kiện,0.5
Giá trị sử dụng và giá trị trao đổi,Giá cả và giá trị sử dụng,0.5
Lao động xã hội cần thiết để sản xuất hàng hóa kết tinh trong hàng hóa,Chi phí làm ra hàng hóa,0.18181818181818182
Người tiêu dùng sẵn sàng mua hàng hóa với một giá nhất định,Người sản xuất cung ứng hàng hóa phù hợp với nhu cầu nhu cầu của người tiêu dùng,0.2580645161290323
Dịch vụ giặt quần áo,Nước máy,0.0
Trung thực,Khoan dung,0.0
[Lựa chọn một hành động thiên vị hoặc bất công],"Trong công việc, ưu ái người nhà hơn người ngoài.",0.10000000000000002
tư tâm vì lợi ích chung,"mánh khoé, vụ lợi.",0.2
Đức tính liêm khiết,Đức tính trung thực,0.5
"Phán xét mọi người dựa trên sự thật và lẽ phải, không thiên vị cho ai.",Luôn nhận định theo số đông là chí công vô tư.,0.0
"E có ý thức phấn đấu, chịu khó.",E là người trung thực.,0.15384615384615385
"Phụ thuộc vào người khác, không dám đưa ra quyết định","Bình tĩnh, sáng suốt đưa ra những quyết định đúng đắn.",0.36363636363636365
Tìm cách giải quyết ổn thỏa với bạn,Yêu cầu bạn mua đền món đồ.,0.13333333333333333
N là người có lòng nhân ái,N là người tôn trọng người khác.,0.42857142857142855
Dù ai nói ngả nói nghiêng/ Lòng ta vẫn vững như kiềng ba chân.,Học thầy không tày học bạn.,0.0
Kiên định,Cần cù,0.0
B là người thiếu trung thực,B là người không tự tin.,0.5
Đi học muộn,Đi học đúng giờ,0.5714285714285715
Dân chủ,Khiêm nhường,0.0
Học sinh không tham gia thảo luận,Tích cực tham gia các hoạt động của lớp.,0.25
"Tham gia thảo luận, đưa ra ý kiến và tôn trọng quyết định chung của lớp.",Không tham gia các hoạt động của lớp.,0.3333333333333333
"Tuyên truyền hòa bình, đấu tranh chống chiến tranh","Gây chiến tranh, khủng bố ở nhiều nơi trên thế giới",0.19999999999999998
mọi công dân trên thế giới,những nước đang có chiến tranh,0.0
Hoạt động ngoại giao,Bảo vệ đất nước,0.0
Sự kiện giải phóng hoàn toàn miền Nam,30/4/1954.,0.0
và có giá trị cao trong một thời gian nhất định.,có chất lượng nhưng mất nhiều thời gian.,0.3157894736842105
"Thực hiện công việc sai sót, chậm tiến độ",Vừa xem ti vi vừa ăn cơm.,0.0
Mức độ cần thiết,Tiền đề.,0.0
Là điều kiện để mọi người được nghỉ ngơi thoải mái.,Thúc đẩy sự phát triển của đất nước trong thời kì hội nhập.,0.0
"Làm việc có năng suất, chất lượng và hiệu quả là những yếu tố cần thiết và bổ sung cho nhau.",Trong sản xuất chỉ cần chú ý đến chất lượng sản phẩm.,0.12121212121212123
tập trung và kiên trì,chép bài của bạn.,0.0
sáng tạo,hợp tác cùng phát triển.,0.0
Sự tôn trọng lẫn nhau,Hoàn cảnh gia đình tương xứng,0.0
"Nam từ đủ 21 tuổi trở lên, nữ từ đủ 18 tuổi trở lên.","Nam từ 20 tuổi trở lên, nữ từ 18 tuổi trở lên",0.8461538461538461
Hôn nhân chỉ nên diễn ra giữa những người có cùng tôn giáo.,"Hôn nhân nhằm mục đích chung sống lâu dài và xây dựng gia đình hoà thuận, hạnh phúc.",0.12903225806451615
Tăng cường sự đoàn kết gia đình.,Ảnh hưởng xấu đến sức khoẻ của cả mẹ và con.,0.0
Hôn nhân cùng lúc giữa một công dân Việt Nam với hai người nước ngoài.,"Hôn nhân tiến bộ, một vợ một chồng, vợ chồng bình đẳng.",0.22222222222222224
Phụ nữ phải răm rắp nghe lời chồng,"Ép dầu ép mỡ, ai nỡ ép duyên.",0.0
lao động tự do,cải tạo,0.0
Tránh việc trả lương đúng quy định cho người lao động.,Công dân đủ 16 tuổi được nhận vào các công ty để làm việc.,0.08
việc làm phù hợp với khả năng của mình mà không bị phân biệt đối xử.,việc làm theo sở thích của mình.,0.34782608695652173
6 giờ/ngày và 30 giờ/tuần,6 giờ/ngày và 30 giờ/tuần.,1.0
các quan hệ cá nhân và quyền lợi của công dân,"các quan hệ lao động, công vụ nhà nước.",0.39999999999999997
"Đảm bảo trật tự xã hội, bảo vệ quyền lợi hợp pháp của công dân.",Lập lại trật tự xã hội.,0.3809523809523809
trách nhiệm hình sự,vi phạm pháp luật.,0.0
pháp luật hình sự,pháp luật dân sự,0.75
Bạn B là người ích kỉ và không biết trân trọng.,Bạn B là người vô ý thức.,0.4444444444444444
"Không đua đòi, xa hoa, lãng phí","Ăn mặc gọn gàng, không lòe loẹt.",0.14285714285714285
"Giúp ta sống thanh thản, tránh xa những phiền muộn, lo toan về vật chất.",Được mọi người giúp đỡ.,0.1
"Phô trương, cầu kì",Thẳng thắn.,0.0
"Sử dụng đồ xa xỉ, lãng phí tiền bạc",Không chơi với bạn khác giới.,0.0
Sự vi phạm quy định của nhà trường,Đức tính khiêm tốn.,0.0
Điều kiện,Điều kiện.,1.0
"Sống không cầu kì, phô trương, tiết kiệm, chân thành, gần gũi.","Thực hiện đúng nội quy của nhà trường đề ra, trang phục khi đến trường sạch sẽ, tươm tất, lịch sử, bảo vệ của công, không xa hoa lãng phí.",0.04761904761904761
Kiên cường,Khiêm tốn.,0.0
"Lời nói chẳng mất tiền mua, lựa lời mà nói cho vừa lòng nhau",Người gian thì sợ người ngay/ Người ngay chẳng sợ đường cày cong queo,0.07142857142857142
Trung thực,Đức tính thật thà.,0.0
Nói dối để được khen ngợi,Không bao che cho bạn khi mắc lỗi,0.0
Lươn lẹo,Chăm chỉ.,0.0
"Tích cực trò chuyện với bạn K, tìm hiểu nguyên nhân khiến bạn ấy vi phạm và cùng nhau tìm cách khắc phục.",Nói với bố mẹ bạn K để bố mẹ bạn K dạy giỗ.,0.2222222222222222
V là người không giữ lời hứa.,V là người vô cảm.,0.5
Tự tin,Khiêm tốn.,0.0
Là người không có ý thức về phẩm giá và danh dự của mình,Luôn làm sai,0.0
Sự trong sạch và thanh cao,Giản dị.,0.0
Q là người không tôn trọng,Q là người vô cảm.,0.5454545454545454
Sự đồng cảm và chia sẻ,Lòng trung thành.,0.0
Tối ưu hóa thời gian,Thời gian hợp lý,0.4444444444444445
Giúp tiết kiệm thời gian và năng lượng,Chủ động thời gian làm việc,0.28571428571428575
Tích cực học hỏi và trau dồi kiến thức,Sống và làm việc có kế hoạch.,0.125
Đặt ra mục tiêu và phương án thực hiện,Sắp xếp công việc,0.0
Cả xã hội,Nhà nước,0.0
Quyền được sở hữu tài sản,"Quyền được bảo vệ tính mạng, thân thể",0.28571428571428575
Luật về quyền trẻ em,Hiến pháp.,0.0
Luật hình sự,Luật hôn nhân và gia đình.,0.2222222222222222
1993,Tháng 1 - 1994.,0.0
5/5,5/9.,0.0
Diện tích rừng đang được phục hồi nhưng tốc độ phục hồi chưa đủ nhanh để bù đắp cho sự suy giảm chất lượng.,Tài nguyên rừng của nước ta đang được phục hồi cả về số lượng lẫn chất lượng.,0.34146341463414637
Thép,Cá voi.,0.0
"Ngăn chặn nạn phá rừng, phòng chống xói mòn, rửa trôi.","Nâng cao hiệu quả sử dụng, có chế độ canh tác hợp lí.",0.0
tài sản văn hóa phi vật thể,di sản văn hóa vật thể,0.7692307692307692
Di sản văn hóa phi vật thể,Di sản văn hóa vật thể.,0.923076923076923
Di sản văn hóa tangible và intangible.,Di sản văn hóa vô hình và hữu hình.,0.6250000000000001
Lên chùa cầu nguyện cho gia đình bình an,Yểm bùa,0.0
Đạo Tin Lành,Đạo Tin lành.,1.0
Lễ vật,Tôn giáo.,0.0
"Tập thể dục, ăn uống điều độ",hằng ngày không vệ sinh cá nhân,0.0
Tự ý dùng thuốc khi chưa được bác sĩ kê đơn,Hằng ngày luyện tập thể dục thể thao,0.0
Sức khỏe là nền tảng cho sự phát triển toàn diện của mỗi người.,"Sức khỏe giúp chúng ta lạc quan, vui tươi hạnh phúc.",0.16
"Sự bền bỉ, không bỏ cuộc trước khó khăn",Miệt mài làm việc.,0.0
Sự kiên trì,Đức tính tiết kiệm.,0.0
"Giàu đâu mà sang, sang đâu mà giàu.",Đi một ngày đàng học một sàng khôn.,0.0
Biết cách cư xử lịch sự và tôn trọng người khác.,Chỉ chào hỏi người lớn tuổi.,0.11764705882352942
Có lời nói có việc làm,Góp gió thành bão.,0.0
Theo đúng giờ giấc học tập,Vứt rác đúng nơi quy định.,0.16666666666666666
Lệch giờ đến lớp mà không có lý do chính đáng.,Mặc đồng phục trường.,0.0
một hành động,sự bày tỏ lòng biết ơn.,0.0
Ăn quả nhớ kẻ trồng cây.,Ăn quả nhớ kẻ trồng cây.,1.0
Sự phản bội,Sự đoàn kết.,0.3333333333333333
Đốt rừng làm nương rẫy,Trồng cây gây rừng.,0.22222222222222224
Sử dụng thiên nhiên một cách có trách nhiệm,Làm ô nhiễm môi trường thiên nhiên,0.25
"Rừng, biển, đất","Rừng, bầu trời, đất.",0.5714285714285715
"Lạnh nhạt, xa cách, không quan tâm đến người khác.",Không chơi với người nghèo.,0.26666666666666666
"Tạo nên một xã hội hòa bình, yêu thương và gắn kết.",Để lợi dụng được lòng tốt của mọi người,0.0
1989,1998,0.0
1993,1992,0.0
"Nhóm quyền: sống còn, bảo vệ, phát triển và tham gia.","Nhóm quyền : sống còn, học tập, phát triển và vui chơi.",0.6363636363636364
1992,1986,0.0
Người đó không có quốc tịch nước ngoài.,Có công lao đặc biệt cho sự nghiệp xây dựng và bảo vệ Tổ quốc.,0.1739130434782609
Sinh ra ở Việt Nam,"Mẹ là người nước ngoài, bố là người Việt Nam.",0.26666666666666666
Mạng lưới các tuyến đường và các công trình phụ trợ phục vụ giao thông đường bộ,"Hầm dường bộ, bến phà đường bộ",0.16666666666666666
"hình tròn, viền đỏ, nền trắng, hình vẽ màu đen","hình vuông hoặc hình chữ nhật, viền đen, nền trắng",0.4000000000000001
Biển báo nguy hiểm,Biển báo nguy hiểm.,1.0
Hiến pháp,Luật trẻ em.,0.0
Nhà nước có trách nhiệm phổ cập giáo dục,Người già không được đi học,0.0
Tôn trọng,Tìm hiểu,0.0
Điều 23,Điều 23.,1.0
[Luật pháp],Cảnh sát,0.0
Cơ bản,Thực chất,0.0
"Điều 21, Hiến pháp 2013.","Điều 19, Hiến pháp 2011.",0.6
"Điều 22, Hiến pháp 2013.","Điều 22, Hiến pháp 2013.",1.0
Quyền được bảo vệ bí mật đời tư,"Quyền được pháp luật bảo hộ về sức khỏe, danh dự và nhân phẩm.",0.2727272727272727
2,2,1.0
"54 điều, 42 quyền","51 điều, 23 quyền.",0.5
nền văn hóa,chính trị.,0.0
đối với tất cả mọi người trong xã hội,đối với người vi phạm,0.42857142857142855
Tính tùy tiện,Tính xác định chặt chế về hình thức.,0.18181818181818182
Tính ứng dụng cụ thể,Tính quyền lực bắt buộc chung.,0.1818181818181818
thi hành pháp luật,sử dụng pháp luật,0.5
chủ thể tuân thủ và thực hiện các quy định của pháp luật,chủ thể quyết định không thực hiện điều mà pháp luật cắm.,0.48000000000000004
cho phép và quy định,quy định phải làm.,0.4444444444444445
Tuân thủ quy định về tốc độ cho phép trên đường.,"Lạng lách, đánh võng, chở hàng cồng kềnh.",0.0
Công dân bình đẳng về quyền được hưởng trợ cấp xã hội.,Công dân bình đẳng về quyền bầu cử.,0.6
trước pháp luật,về điều kiện kinh doanh.,0.0
Được hưởng quyền và làm nghĩa vụ như nhau trước pháp luật.,Đều có quyền như nhau.,0.35294117647058826
Phải được đảm bảo bình đẳng cho tất cả công dân,"Đôi khi bị phân biệt bởi giàu nghèo, thành phần và địa vị xã hội",0.0
vợ và chồng có quyền và nghĩa vụ ngang nhau về mọi mặt trong gia đình.,"chỉ có người vợ mới có nghĩa vụ kế hoạch hoá gia đình, chăm sóc và giáo dục con cái. .",0.33333333333333326
"Lao động nam và lao động nữ đều có quyền được hưởng mức lương và các quyền lợi nghề nghiệp tương đương với cùng một công việc, trình độ và kinh nghiệm.","Lao động nam và lao động nữ đều làm mọi công việc như nhau, không cần xét đến đặc điểm về chức năng sinh lý.",0.3508771929824561
vợ và chồng,cha mẹ và các con.,0.25
mọi doanh nghiệp đều được pháp luật bảo vệ và tạo điều kiện ngang hàng trong hoạt động kinh doanh.,doanh nghiệp nhà nước được ưu tiên hơn các doanh nghiệp khác.,0.25
Hiến pháp,Giáo luật,0.0
54,57,0.0
quyền học tập,xã hội.,0.0
Tất cả các dân tộc đều có quyền tham gia vào các hoạt động kinh tế và được hưởng các lợi ích kinh tế một cách công bằng.,Nhà nước phải bảo đảm để dân tộc chiếm đa số có trình độ phát triển kinh tế cao hơn dân tộc thiểu số.,0.1923076923076923
tự do về thân thể của công dân,bất khả xâm phạm về thân thể của công dân.,0.6666666666666665
đánh phạt nghiêm khắc,ủng hộ.,0.0
Quyền sở hữu của công dân,Quyền nhân thân của công dân.,0.6666666666666666
Quyền được bảo vệ bí mật cá nhân,Quyền tự do dân chủ của công dân.,0.125
tội phạm,điều bình thường.,0.0
Quyền bầu chọn,Quyền bầu cử.,0.6666666666666666
nhân dân tự do lựa chọn đại diện cho mình trong các cơ quan nhà nước,"Thực hiện cơ chế ""dân biết, dân bàn, dân làm, dân kiểm tra"".",0.06896551724137931
Bình đẳng,Bình đẳng.,1.0
Bình đẳng,Phổ thông.,0.0
dân chủ trực tiếp,Hình thức dân chủ xã hội chủ nghĩa,0.3333333333333333
Quyền được tự do lựa chọn ngành nghề học tập của công dân.,"Quyền học thường xuyên, suốt đời của công dân.",0.4545454545454546
Sao chép một bài hát đã có sẵn.,Viết bài đăng báo.,0.16666666666666666
"Quan tâm, chăm lo đến sự nghiệp phát triển của nhân tài",Coi nhẹ nhân tài.,0.25
Quyền tự do ngôn luận,Quyền được phát triển.,0.22222222222222224
Quyền học tập linh hoạt,Công dân bình đẳng về cơ hội học tập.,0.2857142857142857
đạt các tiêu chí và điều kiện do pháp luật quy định,Kinh doanh trong lĩnh vực bất động sản.,0.0
Có giấy phép kinh doanh,Không cần bằng cấp nào nữa.,0.0
chính phủ và các tổ chức quốc tế,"riêng cán bộ, công chức nhà nước.",0.13333333333333333
"Hình thức sở hữu, ngành, nghề, lĩnh vực và địa bàn kinh doanh.",Uy tín nguời đứng đầu doanh nghiệp.,0.1
"Quốc phòng, an ninh",Xã hội.,0.0
Sự vận động và phát triển của lịch sử loài người,Những vấn đề quan trọng của thế giới đương đại,0.09523809523809525
"Triết học là ngành học nghiên cứu những vấn đề cơ bản về sự tồn tại, tri thức, giá trị, và tính chất của thực tại",Triết học là khoa học nghiên cứu về vị trí của con người trong thế giới,0.380952380952381
Môn ,Môn Sinh học,0.5
[Sinh thái học],Hóa học,0.4
Cách hiểu về bản chất của thế giới và con người,Mặt thứ nhất vấn đề cơ bản của Triết học,0.1904761904761905
Duy vật,Thế giới quan duy tâm,0.28571428571428575
Ý thức là cái có trước và vật chất được tạo ra từ ý thức,Vật chất là cái có trước và quyết định ý thức,0.5384615384615385
Thế giới,Giới tự nhiên và tư duy,0.25
"Sự biến đổi của sự vật, hiện tượng là do sự tác động lẫn nhau của các yếu tố khách quan",Mọi sự biến đổi đều là tạm thời,0.27586206896551724
Liên tục,Thụt lùi,0.0
Vận động sinh học,Vận động hóa học,0.75
Biến đổi và phát triển,Phong phú và đa dạng,0.20000000000000004
Vận động chỉ diễn ra ở các đối tượng có cấu trúc phức tạp,Triết học Mác – Lênin khái quát có năm hình thức vận động cơ bản trong thế giới vật chất,0.11764705882352941
Sự rơi của một quả táo từ trên cây xuống,Quá trình bốc hơi của nước,0.125
"Sự thay đổi về các phương thức sản xuất, tổ chức xã hội và đời sống con người.",Sự xuất hiện các giống loài mới,0.16
Phải kết hợp quan sát với lý luận để có cái nhìn toàn diện và chính xác.,Xem xét sự vật hiện tượng trong hình thức vận động cao nhất của nó,0.0
Vận động là động lực của phát triển,Không phải sự phát triển nào cũng là vận động,0.22222222222222224
Sinh học,Tư duy,0.0
Mâu thuẫn,Vận động,0.0
"Tương hỗ, bổ sung nhau",Khác nhau,0.28571428571428575
có tính chất tương phản rõ rệt,Thống nhất biện chứng với nhau,0.0
Sự tương quan,Sự đấu tranh giữa các mặt đối lập,0.18181818181818182
Sự xung đột giữa các mặt đối lập,Sự tồn tại giữa các mặt đối lập,0.75
Sự tổng hợp giữa các mặt đối lập,Sự điều hòa giữa các mặt đối lập,0.75
tồn tại và phát triển song song với nhau,Thống nhất biện chứng với nhau,0.26666666666666666
Một sự trái ngược,Một tập hợp,0.28571428571428575
Mâu thuẫn chỉ tồn tại trong tư tưởng con người,Mâu thuẫn chỉ được giải quyết bằng sự đấu tranh giữa các mặt đối lập,0.24
Con người luôn khao khát hạnh phúc nhưng lại thường xuyên mắc phải lỗi lầm,Hai gia đình hàng xóm tranh chấp đất đai,0.0
"Sự phát triển và thay đổi của sự vật, hiện tượng","Sự vật, hiện tượng bị tiêu vong",0.4444444444444444
có sự mâu thuẫn trong thực tế và lý thuyết,Có nhiều mặt đối lập trong một sự vật,0.2105263157894737
Điểm pha chuyển,Độ,0.0
Sự vật cũ kết thúc và sự vật mới bắt đầu,Lượng mới ra đời,0.13333333333333333
Sự vật chuyển sang trạng thái mới,Lượng mới hình thành,0.18181818181818182
Lượng biến đổi vượt quá giới hạn cho phép,Tăng lượng liên tục,0.15384615384615383
Xã hội,Lãnh đạo,0.0
Là bổn phận của công dân đối với xã hội và nhà nước,Tôn trọng pháp luật,0.0
tìm sự cân bằng giữa lợi ích cá nhân và lợi ích xã hội,Đặt nhu cầu của cá nhân lên trên,0.18181818181818182
Tuân thủ pháp luật là nghĩa vụ của mọi công dân,Học tốt là nghĩa vụ của học sinh,0.4210526315789474
Trốn tránh việc học tập và lao động,Không ngừng học tập để nâng cao trình độ,0.23529411764705882
Tự điều chỉnh đạo đức,Danh dự,0.0
"Tránh làm điều ác, giúp đỡ người khó khăn",Tạo ra nhiều công việc cho mọi người,0.11764705882352941
Trộm cắp tài sản của người khác,Xả rác không đúng nơi quy định,0.0
Hối hận,Thoải mái,0.0
[Trốn tránh trách nhiệm khi gây ra tai nạn giao thông],Vui vẻ khi lấy cắp tài sản nhà nước,0.09999999999999999
Hòa tâm khi nhận lỗi và sửa chữa sai lầm,Chào hỏi người lớn tuổi,0.0
Chọn người bạn đời dựa trên tình yêu và sự đồng thuận,Kết hôn ở độ tuổi mình thích,0.0
Tôn trọng và bình đẳng giữa vợ chồng,Báo cáo họ hàng hai bên,0.0
Hôn nhân phải là sự lựa chọn tự nguyện của hai người,Hôn nhân phải dựa vào lợi ích kinh tế,0.28571428571428575
Chọn bạn đời,Chia con cái,0.0
tự nguyện,Ép buộc và dựa trên lợi ích kinh tế,0.0
Sự tôn trọng lẫn nhau,Bình đẳng trong xã hội,0.0
Hội tộc,Dòng họ,0.0
tự nguyện kết hôn,Gia đình đồng ý,0.0
Tăng trưởng kinh tế cho quốc gia,"Nuôi dưỡng, giáo dục con cái",0.0
Tình yêu thương và sự quan tâm,Cha mẹ và con đẻ,0.16666666666666666
Của xã hội,Của Nhà nước,0.3333333333333333
Của pháp luật,Của đất nước,0.3333333333333333
Tích cực tham gia vào các hoạt động cộng đồng,Sống vô tư trong cộng đồng,0.25
một cách công bằng,Theo tình cảm,0.0
người với người,Quan hệ giữa các địa phương,0.0
có ý nghĩa hơn,Tự do hơn,0.28571428571428575
thể hiện,Ủng hộ,0.0
Lấy lòng người khác để được lợi ích,Nhường nhịn người khác,0.3333333333333333
"Giúp đỡ người nghèo khó, người gặp hoàn cảnh khó khăn",Yêu thương mọi người như nhau,0.11764705882352942
Tình thương,Chu đáo,0.0
Tôn trọng lịch sử và truyền thống dân tộc,Nhân đạo,0.0
Tôn quốc,Biết ơn,0.0
Người dân tộc Kinh và người dân tộc Tày cùng nhau tổ chức lễ hội truyền thống,Một nhóm thanh niên trong bản cùng nhau đánh người thuộc dân tộc khác,0.1935483870967742
Xã A và xã B cùng nhau tổ chức hội chợ thương mại để phát triển kinh tế chung,Chính quyền xã A và xã B cùng bàn với nhau về việc cô lập xã C,0.3888888888888889
"Hà nên nhớ rằng học giỏi là một điều tuyệt vời, nhưng bạn bè và sự hợp tác cũng rất quan trọng trong cuộc sống.",Cần học nhóm nhưng không cần hợp tác,0.24242424242424243
Tích cực tham gia các hoạt động xã hội,Tự giác,0.0
Sông Hồng,Sông Kỳ Cùng.,0.4
Sông Mekong và sông Hồng,Sông Hồng và sông Mã.,0.6
Hồ Sông Tranh,Hòa Bình.,0.0
4 đai khí hậu,4 đai khí hậu.,1.0
Đông Nam Bộ,Nam Trung Bộ.,0.6666666666666666
Đồng bằng sông Cửu Long,Đồng bằng Thanh - Nghệ - Tĩnh.,0.4000000000000001
Tây Bắc - Đông Nam,Bắc - Nam.,0.6666666666666666
2,2,1.0
Mi-an-ma,Trung Quốc.,0.0
29,29 tỉnh/ thành phố.,0.4
Campuchia,Cam-pu-chia.,1.0
1986,1987,0.0
Vùng đất liền,Phần đất liền,0.6666666666666666
"Tham gia các hoạt động địa lí như du lịch, khám phá, nghiên cứu...","Tham quan, du lịch.",0.3333333333333333
331.212 km²,$330.221 km^2$,0.0
Hà Giang,Cà Mau,0.0
"Nằm trong vùng nội chí tuyến, tiếp giáp với biển Đông",Nằm trong vùng nội chí tuyến.,0.7058823529411764
Có độ mặn cao,Đứng thứ 3 trong các biển thuộc Thái Bình Dương.,0.0
Đông Nam,Biển Xu-Lu,0.0
"Mùa hạ nóng, mùa đông mát hơn đất liền, biên độ nhiệt nhỏ.","Mùa hạ nóng, mùa đông lạnh hơn đất liền, biên độ nhiệt lớn.",0.8461538461538461
"Giai đoạn Nguyên sinh, giai đoạn Trung sinh, giai đoạn Tân sinh.","Giai đoạn cổ sinh, giai đoạn Trung sinh, giai đoạn Tân sinh.",0.9166666666666666
"Đông Bắc, Nam Trung Bộ, Tây Nguyên","Việt Bắc, Hoàng Liên Sơn.",0.16666666666666666
50 triệu năm,15 triệu năm,0.6666666666666666
Giai đoạn ,Giai đoạn Tân kiến tạo,0.5714285714285715
Tân kiến tạo,Giai đoạn Tiền Cambri,0.0
hơn 100 loại,50 loại,0.4
"Việt Nam có trữ lượng khoáng sản phong phú và đa dạng, bao gồm cả khoáng sản có trữ lượng lớn và vừa và nhỏ.",Tài nguyên khoáng sản nước ta phân bố rộng khắp trên cả nước.,0.15789473684210525
Rắn,Rắn,1.0
Vừa và nhỏ,Nhỏ,0.5
"Bôxit, apatit, đá vôi, mỏ sắt.","Than, dầu mỏ, khí đốt.",0.1818181818181818
Khai thác khoáng sản không ảnh hưởng đến môi trường.,"Một số khoáng sản có nguy cơ cạn kiệt,",0.2105263157894737
Đồng bằng sông Hồng,Đồng bằng sông Hồng.,1.0
Tây Bắc - Đông Nam,Đông Bắc – Tây Nam,0.4444444444444445
Có số kinh tuyến từ 0° đến 180° về phía tây của kinh tuyến gốc.,Là kinh tuyến nằm bên phải của kinh tuyến gốc.,0.48
Kinh tuyến 0 độ,Kinh tuyến Đông.,0.5714285714285715
Vị trí thứ 3,Vị trí thứ 7,0.75
Bản đồ có tỉ lệ 1: 1.000,Bản đồ có tỉ lệ 1: 150.000,0.8571428571428571
1200km,16km,0.0
1:7000,1:500.000,0.0
hình biểu diễn thu nhỏ và tượng trưng cho một khu vực hoặc toàn bộ bề mặt Trái Đất,Hình vẽ của một quốc gia được thu nhỏ lại,0.20689655172413793
tọa độ kinh độ và vĩ độ của điểm đó,Vĩ độ tại đường vĩ tuyến gốc,0.23529411764705882
Nam,Tây,0.0
Tây Bắc,Tây Nam của châu Á,0.28571428571428575
