predict,label,score,retained
Chiếm hữu hoàn toàn và chiếm hữu không hoàn toàn.,Chiếm hữu của chủ sở hữu.,0.3749999999999999,True
Quyền sở hữu.,Quyền chiếm hữu.,0.6666666666666666,False
Công nhận và đảm bảo.,Bảo hộ và chịu trách nhiệm.,0.1818181818181818,True
"Tuyên truyền, giáo dục công dân cách thức bảo vệ quyền sở hữu của mình và ý thức tôn trọng quyền sở hữu của người khác.",Ghi nhận trong Hiến pháp và các văn bản quy định pháp luật quyền sở hữu của công dân.,0.2222222222222222,True
Con người tác động vào tự nhiên để tạo ra các sản phẩm phù hợp với như cầu của mình. ,"Tạo ra cơm ăn, áo mặc, tạo ra tư liệu sản xuất.",0.1874999999999999,True
Tạo ra các giá trị vật chất và tinh thần ,Thúc đẩy tăng trưởng kinh tế.,0.0,True
Việc làm của người lao động. ,Thu nhập của người lao động.,0.6666666666666666,False
Công cụ lao động.,Kết cấu hạ tầng của sản xuất.,0.0,True
Máy móc hiện đại.,Đối tượng lao động.,0.0,True
Hai điều kiện,Hai điều kiện,1.0,False
Giá trị sử dụng,Giá cả và giá trị sử dụng,0.7272727272727273,False
Lao động của người sản xuất hàng hóa kết tinh trong hàng hóa,Chi phí làm ra hàng hóa,0.2105263157894736,True
Người sản xuất mang hàng hóa ra thị trường bán,Người sản xuất cung ứng hàng hóa phù hợp với nhu cầu nhu cầu của người tiêu dùng,0.3571428571428571,True
Không khí,Nước máy,0.0,True
Công bằng,Khoan dung,0.0,True
Giao công việc cho nam nhiều hơn nữ.,"Trong công việc, ưu ái người nhà hơn người ngoài.",0.3333333333333332,True
"công bằng, chính trực.","mánh khoé, vụ lợi.",0.0,True
Đức tính chí công vô tư,Đức tính trung thực,0.4,True
Cán bộ lớp đương nhiên là người chí công vô tư.,Luôn nhận định theo số đông là chí công vô tư.,0.4545454545454545,True
E là người chăm chỉ.,E là người trung thực.,0.6,False
"Không chán nản, tuyệt vọng khi gặp khó khăn.","Bình tĩnh, sáng suốt đưa ra những quyết định đúng đắn.",0.0,True
Bỏ qua.,Yêu cầu bạn mua đền món đồ.,0.0,True
N là người có trách nhiệm. ,N là người tôn trọng người khác.,0.4615384615384615,True
Dù ai nói ngả nói nghiêng/ Lòng ta vẫn vững như kiềng ba chân. ,Học thầy không tày học bạn.,0.0,True
Không kiên định ,Cần cù,0.0,True
B là người không trung thực. ,B là người không tự tin.,0.6666666666666666,False
Phát biểu trong các cuộc họp lớp.,Đi học đúng giờ,0.0,True
Dân chủ ,Khiêm nhường,0.0,True
Bỏ phiếu kín ,Tích cực tham gia các hoạt động của lớp.,0.0,True
Tham gia thảo luận và đóng góp ý kiến.,Không tham gia các hoạt động của lớp.,0.2352941176470588,True
"Thiết lập quan hệ hợp tác, hữu nghị giữa các dân tộc","Gây chiến tranh, khủng bố ở nhiều nơi trên thế giới",0.0,True
Liên Hợp Quốc,những nước đang có chiến tranh,0.0,True
Ngoại giao,Bảo vệ đất nước,0.0,True
30/4/1975. ,30/4/1954.,0.0,True
có giá trị cao trong một thời gian nhất định. ,có chất lượng nhưng mất nhiều thời gian.,0.3333333333333332,True
Nghỉ giải lao.,Vừa xem ti vi vừa ăn cơm.,0.0,True
Động lực.,Tiền đề.,0.0,True
Không có ý nghĩa. ,Thúc đẩy sự phát triển của đất nước trong thời kì hội nhập.,0.0,True
"Làm việc năng suất, chất lượng sẽ đem lại hiệu quả trong lao động.",Trong sản xuất chỉ cần chú ý đến chất lượng sản phẩm.,0.1538461538461538,True
cân bằng giữa học tập và giải trí.,chép bài của bạn.,0.0,True
"năng động, sáng tạo trong công việc",hợp tác cùng phát triển.,0.0,True
Tình yêu chân chính,Hoàn cảnh gia đình tương xứng,0.0,True
18 tuổi,"Nam từ 20 tuổi trở lên, nữ từ 18 tuổi trở lên",0.2857142857142857,True
"Hôn nhân là sự liên kết đặc biệt giữa một nam và một nữ trên nguyên tắc bình đẳng, tự nguyện.","Hôn nhân nhằm mục đích chung sống lâu dài và xây dựng gia đình hoà thuận, hạnh phúc.",0.1538461538461538,True
Không có hậu quả nào trong số trên.,Ảnh hưởng xấu đến sức khoẻ của cả mẹ và con.,0.0,True
Hôn nhân giữa người theo tôn giáo với người không theo tôn giáo.,"Hôn nhân tiến bộ, một vợ một chồng, vợ chồng bình đẳng.",0.16,True
Con hư tại mẹ cháu hư tại bà.,"Ép dầu ép mỡ, ai nỡ ép duyên.",0.0,True
lao động tự do,cải tạo,0.0,True
Trả lương không đúng hạn.,Công dân đủ 16 tuổi được nhận vào các công ty để làm việc.,0.0,True
],việc làm theo sở thích của mình.,0.0,True
7 giờ/ngày và 35 giờ/tuần,6 giờ/ngày và 30 giờ/tuần.,0.6,False
các quan hệ công vụ và nhân thân ,"các quan hệ lao động, công vụ nhà nước.",0.5882352941176471,False
Ngăn chặn người vi phạm có thể có vi phạm mới.,Lập lại trật tự xã hội.,0.0,True
trách nhiệm pháp lí,vi phạm pháp luật.,0.25,True
pháp luật hành chính.,pháp luật dân sự,0.5,True
Bạn B là người ích kỷ. ,Bạn B là người vô ý thức.,0.6153846153846153,False
"Không phô trương, khoe khoang.","Ăn mặc gọn gàng, không lòe loẹt.",0.1666666666666666,True
Được mọi người tôn trọng và ngưỡng mộ. ,Được mọi người giúp đỡ.,0.4615384615384615,True
Xa hoa ,Thẳng thắn.,0.0,True
Không giao tiếp với người dân tộc.,Không chơi với bạn khác giới.,0.3076923076923076,True
Lối sống không giản dị. ,Đức tính khiêm tốn.,0.0,True
],Điều kiện.,0.0,True
"Không phô trương, không khoe khoang, không khoe khoang. ","Thực hiện đúng nội quy của nhà trường đề ra, trang phục khi đến trường sạch sẽ, tươm tất, lịch sử, bảo vệ của công, không xa hoa lãng phí.",0.0512820512820512,True
Can đảm. ,Khiêm tốn.,0.0,True
Trung thực là chính sách tốt nhất ,Người gian thì sợ người ngay/ Người ngay chẳng sợ đường cày cong queo,0.0,True
Đức tính khiêm tốn.,Đức tính thật thà.,0.5,True
Nói dối,Không bao che cho bạn khi mắc lỗi,0.0,True
Không trung thực.,Chăm chỉ.,0.0,True
"Nhắc nhở, giúp đỡ bạn trong học tập và khuyên bạn không được làm như vậy vì vi phạm kỉ luật.",Nói với bố mẹ bạn K để bố mẹ bạn K dạy giỗ.,0.1176470588235294,True
V là người không đáng tin cậy. ,V là người vô cảm.,0.5,True
Sự kiên trì ,Khiêm tốn.,0.0,True
Luôn trách mắng người khác mà không nhận lỗi ở mình,Luôn làm sai,0.1428571428571428,True
Tiết kiệm.,Giản dị.,0.0,True
Q là người không trung thực.,Q là người vô cảm.,0.5454545454545454,False
Lòng nhân ái ,Lòng trung thành.,0.3333333333333333,True
Có thời gian nghỉ ngơi và học tập,Thời gian hợp lý,0.3333333333333333,True
"Hoàn thành công việc đến nơi đến chốn và có hiệu quả, không bỏ sót công việc",Chủ động thời gian làm việc,0.0869565217391304,True
"Siêng năng, cần cù.",Sống và làm việc có kế hoạch.,0.0,True
Lập kế hoạch,Sắp xếp công việc,0.0,True
Cha mẹ ,Nhà nước,0.0,True
Quyền được khai sinh có quốc tịch,"Quyền được bảo vệ tính mạng, thân thể",0.2666666666666666,True
"Luật bảo vệ, chăm sóc và giáo dục trẻ em.",Hiến pháp.,0.0,True
Luật trẻ em.,Luật hôn nhân và gia đình.,0.2222222222222222,True
Tháng 12 - 1991.,Tháng 1 - 1994.,0.3333333333333333,True
5/9. ,5/9.,1.0,False
Chất lượng rừng đã được phục hồi nhưng diện tích rừng đang giảm sút nhanh.,Tài nguyên rừng của nước ta đang được phục hồi cả về số lượng lẫn chất lượng.,0.25,True
Dung dịch HCl được điều chế trong phòng thí nghiệm. ,Cá voi.,0.0,True
"Trồng rừng, bảo vệ vốn rừng.","Nâng cao hiệu quả sử dụng, có chế độ canh tác hợp lí.",0.0,True
di sản thế giới,di sản văn hóa vật thể,0.4,True
Di sản văn hóa thế giới.,Di sản văn hóa vật thể.,0.6666666666666666,False
Di sản văn hóa vật thể và phi vật thể.,Di sản văn hóa vô hình và hữu hình.,0.5263157894736842,False
Thắp hương trước lúc đi xa ,Yểm bùa,0.0,True
Đạo Tin Lành.,Đạo Tin lành.,1.0,False
Thờ cúng tổ tiên.,Tôn giáo.,0.0,True
Tập thể dục thường xuyên ,hằng ngày không vệ sinh cá nhân,0.0,True
Ngủ đủ giấc,Hằng ngày luyện tập thể dục thể thao,0.0,True
"Sức khoẻ là vốn quý của con người, giúp chúng ta học tập, lao động có hiệu quả, có cuộc sống lạc quan, vui tươi hạnh phúc.","Sức khỏe giúp chúng ta lạc quan, vui tươi hạnh phúc.",0.5263157894736842,False
Thường xuyên làm việc.,Miệt mài làm việc.,0.5,True
Sự kiên trì.,Đức tính tiết kiệm.,0.0,True
Tiết kiệm là quốc sách. ,Đi một ngày đàng học một sàng khôn.,0.0,True
Biết cách cư xử đúng mực.,Chỉ chào hỏi người lớn tuổi.,0.0,True
Ăn cháo đá bát. ,Góp gió thành bão.,0.0,True
Giữ gìn vệ sinh lớp học.,Vứt rác đúng nơi quy định.,0.0,True
Không tuân theo quy định của trường. ,Mặc đồng phục trường.,0.1818181818181818,True
sự bày tỏ thái độ trân trọng.,sự bày tỏ lòng biết ơn.,0.4615384615384615,True
Uống nước nhớ nguồn.,Ăn quả nhớ kẻ trồng cây.,0.2,True
Sự biết ơn.,Sự đoàn kết.,0.3333333333333333,True
Phá rừng.,Trồng cây gây rừng.,0.3333333333333333,True
Bảo tồn thiên nhiên ,Làm ô nhiễm môi trường thiên nhiên,0.3636363636363636,True
"Rừng, đất, biển. ","Rừng, bầu trời, đất.",0.5714285714285715,False
Không tham gia các hoạt động do nhà trường phát động.,Không chơi với người nghèo.,0.125,True
Có nhiều bạn bè và đồng nghiệp,Để lợi dụng được lòng tốt của mọi người,0.0,True
1989,1998,0.0,True
1992 ,1992,1.0,False
"Nhóm quyền: sống còn, bảo vệ, phát triển và tham gia.","Nhóm quyền : sống còn, học tập, phát triển và vui chơi.",0.6363636363636364,False
1986,1986,1.0,False
Có lý do chính đáng.,Có công lao đặc biệt cho sự nghiệp xây dựng và bảo vệ Tổ quốc.,0.1,True
Có cha hoặc mẹ là người Việt Nam.,"Mẹ là người nước ngoài, bố là người Việt Nam.",0.5555555555555556,False
"đường, cầu đường bộ, bến phà đường bộ và các công trình khác","Hầm dường bộ, bến phà đường bộ",0.5,True
"hình chữ nhật, viền đỏ, nền trắng, hình vẽ màu đen ","hình vuông hoặc hình chữ nhật, viền đen, nền trắng",0.5714285714285713,False
Biển báo nguy hiểm.,Biển báo nguy hiểm.,1.0,False
Luật giáo dục.,Luật trẻ em.,0.3333333333333333,True
"Có thể trốn học, bỏ học nếu mình không thích ",Người già không được đi học,0.125,True
],Tìm hiểu,0.0,True
Điều 23. ,Điều 23.,1.0,False
],Cảnh sát,0.0,True
Cơ bản,Thực chất,0.0,True
"Điều 20, Hiến pháp 2011.","Điều 19, Hiến pháp 2011.",0.8000000000000002,False
"Điều 22, Hiến pháp 2013.","Điều 22, Hiến pháp 2013.",1.0,False
"Quyền bất khả xâm phạm về chỗ ở, thư tín, điện thoại, điện tín.","Quyền được pháp luật bảo hộ về sức khỏe, danh dự và nhân phẩm.",0.1428571428571428,True
2,2,1.0,False
"54 điều, 29 quyền. ","51 điều, 23 quyền.",0.5,True
xã hội. ,chính trị.,0.0,True
trong tất cả các lĩnh vực của đời sống xã hội.,đối với người vi phạm,0.0,True
Tính ổn định. ,Tính xác định chặt chế về hình thức.,0.3636363636363636,True
Tính quy phạm phổ biến.,Tính quyền lực bắt buộc chung.,0.1818181818181818,True
thực thi pháp luật. ,sử dụng pháp luật,0.5,True
chủ thể thực hiện nghĩa vụ của mình bằng những hành động tích cực. ,chủ thể quyết định không thực hiện điều mà pháp luật cắm.,0.3076923076923076,True
không cấm. ,quy định phải làm.,0.0,True
"Đi xe đúng làn đường, phần đường quy định.","Lạng lách, đánh võng, chở hàng cồng kềnh.",0.0,True
Công dân bình đẳng về quyền và nghĩa vụ. ,Công dân bình đẳng về quyền bầu cử.,0.7058823529411765,False
trong kinh doanh. ,về điều kiện kinh doanh.,0.5,True
Đều có nghĩa vụ như nhau.,Đều có quyền như nhau.,0.7272727272727272,False
"Không bị phân biệt bởi dân tộc, giới tính, tôn giáo, giàu nghèo","Đôi khi bị phân biệt bởi giàu nghèo, thành phần và địa vị xã hội",0.4285714285714285,True
"vợ, chồng bình đẳng với nhau, có quyền và nghĩa vụ ngang nhau về mọi mặt trong gia đình. ","chỉ có người vợ mới có nghĩa vụ kế hoạch hoá gia đình, chăm sóc và giáo dục con cái. .",0.3076923076923077,True
"Lao động nam và lao động nữ đều phải làm việt như nhau kế cả nặng nhọc, độc hại và ảnh hưởng đến chức năng nuôi con.","Lao động nam và lao động nữ đều làm mọi công việc như nhau, không cần xét đến đặc điểm về chức năng sinh lý.",0.5384615384615384,False
vợ và chồng,cha mẹ và các con.,0.25,True
mọi doanh nghiệp đều được kinh doanh các mặt hàng như nhau.,doanh nghiệp nhà nước được ưu tiên hơn các doanh nghiệp khác.,0.3333333333333333,True
Luật,Giáo luật,0.6666666666666666,False
53 ,57,0.0,True
cơ hội. ,xã hội.,0.5,True
Nhà nước phải bảo đảm để công dân của tất cả các dân tôc đều có cơ hội phát triển kinh tế như nhau ,Nhà nước phải bảo đảm để dân tộc chiếm đa số có trình độ phát triển kinh tế cao hơn dân tộc thiểu số.,0.5,True
"được pháp luật bảo hộ về tính mạng, sức khỏe của công dân. ",bất khả xâm phạm về thân thể của công dân.,0.3478260869565217,True
không quy định.,ủng hộ.,0.0,True
Quyền bất khả xâm phạm về chỗ ở của công dân.,Quyền nhân thân của công dân.,0.4705882352941177,True
"Quyền được đảm bảo an toàn và bí mật thư tín, điện thoại, điện tín của công dân.",Quyền tự do dân chủ của công dân.,0.3076923076923076,True
vi phạm pháp luật.,điều bình thường.,0.0,True
Quyền bầu cử.,Quyền bầu cử.,1.0,False
Nhân dân thực hiện hình thức dân chủ trực tiếp,"Thực hiện cơ chế ""dân biết, dân bàn, dân làm, dân kiểm tra"".",0.2608695652173913,True
Bình đẳng. ,Bình đẳng.,1.0,False
Bình đẳng. ,Phổ thông.,0.0,True
Hình thức dân chủ đại diện. ,Hình thức dân chủ xã hội chủ nghĩa,0.5714285714285715,False
Quyền học tập bình đẳng của công dân.,"Quyền học thường xuyên, suốt đời của công dân.",0.5882352941176471,False
Học nghề sửa chữa điện tử.,Viết bài đăng báo.,0.0,True
Phát huy nhân tài.,Coi nhẹ nhân tài.,0.5,True
Quyền tự do ngôn luận,Quyền được phát triển.,0.2222222222222222,True
Quyền học tập theo nhu cầu và điều kiện của mình. ,Công dân bình đẳng về cơ hội học tập.,0.1999999999999999,True
"Kinh doanh trong những ngành, nghề, lĩnh vực, địa bàn mà Nhà nước khuyến khích. ",Kinh doanh trong lĩnh vực bất động sản.,0.4347826086956521,True
Có chứng chỉ bồi dưỡng kiến thức về thuốc bảo vệ thực vật.,Không cần bằng cấp nào nữa.,0.0,True
mọi người quan tâm.,"riêng cán bộ, công chức nhà nước.",0.0,True
"Ngành, nghề, lĩnh vực và địa bàn kinh doanh.",Uy tín nguời đứng đầu doanh nghiệp.,0.125,True
"Quốc phòng, an ninh.",Xã hội.,0.0,True
Những vấn đề cần thiết của xã hội,Những vấn đề quan trọng của thế giới đương đại,0.4444444444444445,True
Triết học là hệ thống các quan điểm lí luận chung nhất về thế giới và vị trí của con người trong thế giới đó,Triết học là khoa học nghiên cứu về vị trí của con người trong thế giới,0.5853658536585366,False
Nhân chủng học ,Môn Sinh học,0.3333333333333333,True
Sinh học,Hóa học,0.5,True
Cách trả lời vấn đề cơ bản của triết học ,Mặt thứ nhất vấn đề cơ bản của Triết học,0.7,False
Chủ nghĩa duy vật ,Thế giới quan duy tâm,0.2222222222222222,True
Ý thức là cái có trước và sản sinh ra giới tự nhiên,Vật chất là cái có trước và quyết định ý thức,0.4166666666666666,True
Giới tự nhiên và đời sống xã hội,Giới tự nhiên và tư duy,0.5714285714285715,False
"Mọi sự biến đổi của sự vật, hiện tượng xuất phát từ ý thức của con người",Mọi sự biến đổi đều là tạm thời,0.3199999999999999,True
Tiến lên,Thụt lùi,0.0,True
Vận động xã hội,Vận động hóa học,0.5,True
Vận động và phát triển không ngừng,Phong phú và đa dạng,0.1666666666666666,True
"Vận động là thuộc tính vốn có, là phương thức tồn tại của sự vật, hiện tượng",Triết học Mác – Lênin khái quát có năm hình thức vận động cơ bản trong thế giới vật chất,0.1621621621621621,True
Sự biến đổi của nền kinh tế,Quá trình bốc hơi của nước,0.1538461538461538,True
Sự xuất hiện các cấu trúc xã hội mới ,Sự xuất hiện các giống loài mới,0.6250000000000001,False
"Xem xét sự vật hiện tượng trong trạng thái vận động, biến đổi không ngừng ",Xem xét sự vật hiện tượng trong hình thức vận động cao nhất của nó,0.6,False
Mọi sự vận động đều không phải là phát triển ,Không phải sự phát triển nào cũng là vận động,0.4000000000000001,True
Khoa học,Tư duy,0.0,True
Phát triển ,Vận động,0.0,True
Ngược chiều nhau ,Khác nhau,0.4,True
"Vừa thống nhất với nhau, vừa đấu tranh với nhau",Thống nhất biện chứng với nhau,0.5,True
Sự thống nhất giữa các mặt đối lập,Sự đấu tranh giữa các mặt đối lập,0.75,False
Sự phủ định giữa các mặt đối lập,Sự tồn tại giữa các mặt đối lập,0.75,False
Sự phủ định biện chứng ,Sự điều hòa giữa các mặt đối lập,0.1538461538461538,True
"Liên hệ gắn bó với nhau, làm tiền đề để cho nhau tồn tại",Thống nhất biện chứng với nhau,0.2,True
Một thể thống nhất,Một tập hợp,0.2857142857142857,True
"Mâu thuẫn không phải là một chỉnh thể, trong đó có hai mặt đối lập",Mâu thuẫn chỉ được giải quyết bằng sự đấu tranh giữa các mặt đối lập,0.3333333333333333,True
Mĩ và I-ran đang trong tình trạng chiến tranh,Hai gia đình hàng xóm tranh chấp đất đai,0.1111111111111111,True
"Sự vật, hiện tượng bị biến đổi theo chiều hướng tiêu cực ","Sự vật, hiện tượng bị tiêu vong",0.631578947368421,False
Có hai mặt đối lập liên hệ chặt chẽ với nhau ,Có nhiều mặt đối lập trong một sự vật,0.3999999999999999,True
Điểm giới hạn,Độ,0.0,True
"Sự vật mới hình thành, phát triển",Lượng mới ra đời,0.1818181818181818,True
Chất mới ra đời,Lượng mới hình thành,0.25,True
Lượng biến đổi trong giới hạn cho phép,Tăng lượng liên tục,0.1666666666666666,True
Xã hội ,Lãnh đạo,0.0,True
Bảo vệ trẻ em,Tôn trọng pháp luật,0.0,True
Làm việc vì lợi ích của tập thể,Đặt nhu cầu của cá nhân lên trên,0.125,True
Bảo vệ Tổ quốc là nghĩa vụ của mọi công dân ,Học tốt là nghĩa vụ của học sinh,0.4210526315789474,True
Sẵn sàng tham gia bảo vệ Tổ quốc,Không ngừng học tập để nâng cao trình độ,0.0,True
Lương tâm,Danh dự,0.0,True
Học tập để nâng cao trình độ,Tạo ra nhiều công việc cho mọi người,0.0,True
Nói dối để tránh bị phạt,Xả rác không đúng nơi quy định,0.0,True
Lo lắng,Thoải mái,0.0,True
Giúp người già neo đơn,Vui vẻ khi lấy cắp tài sản nhà nước,0.0,True
Không vui với việc làm từ thiện của người khác ,Chào hỏi người lớn tuổi,0.1333333333333333,True
Kết hôn theo ý muốn của mình,Kết hôn ở độ tuổi mình thích,0.4285714285714285,True
Viết cam kết hôn nhân tự nguyện,Báo cáo họ hàng hai bên,0.0,True
Hôn nhân phải được sự đồng ý của bố mẹ,Hôn nhân phải dựa vào lợi ích kinh tế,0.3157894736842105,True
Kết hôn ,Chia con cái,0.0,True
"Một vợ, một chồng và bình đẳng",Ép buộc và dựa trên lợi ích kinh tế,0.125,True
Bình đẳng trong quan hệ vợ chồng,Bình đẳng trong xã hội,0.5,True
Làng,Dòng họ,0.0,True
Nhà nước công nhận,Gia đình đồng ý,0.0,True
Bảo vệ môi trường,"Nuôi dưỡng, giáo dục con cái",0.0,True
Cha mẹ và con nuôi,Cha mẹ và con đẻ,0.8000000000000002,False
Của thời đại,Của Nhà nước,0.3333333333333333,True
Của thời đại,Của đất nước,0.3333333333333333,True
Sống có trách nhiệm với cộng đồng,Sống vô tư trong cộng đồng,0.4615384615384615,True
Theo từng trường hợp ,Theo tình cảm,0.2857142857142857,True
Quan hệ giữa các quốc gia ,Quan hệ giữa các địa phương,0.6666666666666666,False
Hạnh phúc hơn ,Tự do hơn,0.3333333333333333,True
Bảo vệ,Ủng hộ,0.0,True
Chỉ giúp đỡ người nào đã giúp đỡ mình ,Nhường nhịn người khác,0.1538461538461538,True
"Không có chấp với người có lỗi lầm, biết hối cải",Yêu thương mọi người như nhau,0.1176470588235294,True
Lòng nhân ái,Chu đáo,0.0,True
Trách nhiệm ,Nhân đạo,0.0,True
Lòng biết ơn,Biết ơn,0.8,False
Hai người của dân tộc A cùng nhau lấn chiếm đất của người thuộc dân tộc B,Một nhóm thanh niên trong bản cùng nhau đánh người thuộc dân tộc khác,0.3870967741935484,True
Nhân dân thôn C và thôn D cùng nhau công kích nhân dân xã E,Chính quyền xã A và xã B cùng bàn với nhau về việc cô lập xã C,0.25,True
Học nhóm để cùng hợp tác với các bạn,Cần học nhóm nhưng không cần hợp tác,0.4705882352941176,True
Trách nhiệm ,Tự giác,0.0,True
Sông Đà.,Sông Kỳ Cùng.,0.4,True
Sông Hồng và sông Mê Công.,Sông Hồng và sông Mã.,0.7272727272727272,False
Hồ Dầu Tiếng.,Hòa Bình.,0.0,True
4 đai khí hậu.,4 đai khí hậu.,1.0,False
Tây Bắc Bộ.,Nam Trung Bộ.,0.3333333333333333,True
Đồng bằng sông Hồng.,Đồng bằng Thanh - Nghệ - Tĩnh.,0.4444444444444445,True
Bắc - Nam.,Bắc - Nam.,1.0,False
2,2,1.0,False
Trung Quốc. ,Trung Quốc.,1.0,False
29 tỉnh/ thành phố. ,29 tỉnh/ thành phố.,1.0,False
Campuchia.,Cam-pu-chia.,1.0,False
1987,1987,1.0,False
Đất liền,Phần đất liền,0.8,False
"Tham quan, du lịch. ","Tham quan, du lịch.",1.0,False
$303.221 km^2$,$330.221 km^2$,0.5,True
Lào Cai ,Cà Mau,0.0,True
"Vị trí cầu nối giữa đất liền và biển, giữa các nước Đông Nam Á đất liền và Đông Nam Á hải đảo.",Nằm trong vùng nội chí tuyến.,0.0,True
Không có đảo.,Đứng thứ 3 trong các biển thuộc Thái Bình Dương.,0.0,True
Biển Đông,Biển Xu-Lu,0.5,True
"Mùa hạ mát, mùa đông ấm hơn đất liền, biên độ nhiệt lớn.","Mùa hạ nóng, mùa đông lạnh hơn đất liền, biên độ nhiệt lớn.",0.8461538461538461,False
"Giai đoạn Tiền Cambri, giai đoạn cổ kiến tạo, giai đoạn Tân kiến tạo ","Giai đoạn cổ sinh, giai đoạn Trung sinh, giai đoạn Tân sinh.",0.5384615384615384,False
"Sông Mã, Pu Hoạt, Kon Tum.","Việt Bắc, Hoàng Liên Sơn.",0.0,True
10 triệu năm,15 triệu năm,0.6666666666666666,False
Giai đoạn Trung sinh,Giai đoạn Tân kiến tạo,0.4444444444444445,True
Giai đoạn Tân kiến tạo. ,Giai đoạn Tiền Cambri,0.4444444444444445,True
50 loại,50 loại,1.0,False
"Việt Nam là một quốc gia nghèo tài nguyên khoáng sản, nhưng có có một số mỏ khoáng sản với trữ lượng lớn. ",Tài nguyên khoáng sản nước ta phân bố rộng khắp trên cả nước.,0.2222222222222222,True
Rắn,Rắn,1.0,False
Vừa và nhỏ,Nhỏ,0.5,True
"Bôxit, apatit.","Than, dầu mỏ, khí đốt.",0.0,True
Khai thác sử dụng còn lãng phí.,"Một số khoáng sản có nguy cơ cạn kiệt,",0.0,True
Đồng bằng sông Hồng,Đồng bằng sông Hồng.,1.0,False
Đông Bắc-Tây Nam ,Đông Bắc – Tây Nam,0.5,True
Nằm phía dưới xích đạo.,Là kinh tuyến nằm bên phải của kinh tuyến gốc.,0.1333333333333333,True
Kinh tuyến gốc. ,Kinh tuyến Đông.,0.6666666666666666,False
Vị trí thứ 6,Vị trí thứ 7,0.75,False
Bản đồ có tỉ lệ 1: 1.000.000,Bản đồ có tỉ lệ 1: 150.000,0.8571428571428571,False
12km,16km,0.0,True
1:105.000,1:500.000,0.0,True
Hình vẽ thu nhỏ trên giấy của một khu vực,Hình vẽ của một quốc gia được thu nhỏ lại,0.4000000000000001,True
