,Question,Answer,Label,rouge_score
13,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: What does a [MASKED]
### Choices:
A: Helps people feel warm, confident, love life and improve themselves. 
B: Bringing people closer together.
C: Help people respect each other more. 
D: Make people happier"," **D: Make people happier** 

**Explanation:**

The question is asking for a word or phrase that describes a positive outcome.  Option D, ""Make people happier,"" directly addresses that. 

Here's why the other options are not the best fit:

* **A:** While it touches on positive emotions, it's too broad and doesn't specifically focus on making people happier.
* **B:**  This focuses on bringing people together, not necessarily on","pure, healthy friendship mean?",0.0
14,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: The emotional attachment between two or more people based [MASKED]
### Choices:
A: Love. 
B: Friendship.
C: Comradeship. 
D: Fraternity."," **on**  is the best answer. 

Here's why:

* **A: Love:** While love is a strong emotional attachment, it's not the only type of connection that can be based on shared feelings.
* **B: Friendship:**  This is a close, personal relationship, but it's not the only type of connection that can be based on shared feelings.
* **C: Comradeship:** This is a close bond between people who share","on compatibility in personality, interests, and ideals is called?",0.051948051899671555
15,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: What are the characteristics [MASKED]
### Choices:
A: Equality and mutual respect. 
B: Compatible with each other in terms of life philosophy.
C: Sympathy, deep empathy with each other. 
D: Both A, B, C."," **of** a healthy relationship? 

The answer is **D: Both A, B, C.**

Here's why:

* **A: Equality and mutual respect:**  This is a fundamental aspect of a healthy relationship, where both partners feel valued and treated with consideration.
* **B: Compatible with each other in terms of life philosophy:**  Shared values and life goals are important for a strong foundation.
* **C: Sympathy, deep empathy with each other:**","of a pure, healthy friendship?",0.0845070406794548
16,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: Which of the following opinions [MASKED]
### Choices:
A: Pure, healthy friendship cannot be one-sided. 
B: Friends must protect each other in all situations.
C: Know how to criticize each other in all situations. 
D: It is possible to have a pure, healthy friendship between two people of the opposite sex."," **D: It is possible to have a pure, healthy friendship between two people of the opposite sex.** 

**Explanation:**

The question asks for an opinion about the possibility of a pure, healthy friendship between people of the opposite sex.  Option D directly addresses this. 

Here's why the other options are incorrect:

* **A:**  This statement talks about the nature of friendship being one-sided, which is a different topic.
* **B:** This statement",about friendship do you disagree with?,0.025974025949835777
17,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: is E's best friend. During the 15-minute test, E didn't study the old lesson so [MASKED]
### Choices:
A: Remind you, advise you not to do so because it violates discipline. 
B: Thanks D for showing me the document.
C: Ignore it because it has nothing to do with me. 
D: Tell the teacher so you get punished."," **C: Ignore it because it has nothing to do with me.** 

Here's why:

* **The sentence structure:** The sentence is about E's best friend and their lack of preparation for a test. 
* **The context:**  The question implies a situation where E didn't study the old lesson. 
* **Choice C:**  Choice C directly addresses the situation by saying ""Ignore it because it has nothing to do with me."" This makes sense","he secretly opened his book to copy. If you were D, what would you do?",0.04651162773370743
18,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: On major holidays of the year, village X often organizes cultural, artistic, physical education and sports exchange activities to celebrate; Mrs. E's [MASKED]
### Choices:
A: Mrs. E's family does not actively participate in political and social activities. 
B: Mrs. E's family actively participates in political and social activities.
C: Mrs. E's family lives selfishly. 
D: Mrs. E's family lives indifferently."," **B: Mrs. E's family actively participates in political and social activities.** 

Here's why:

* **The sentence structure:** The sentence implies that Mrs. E's family is involved in the activities. 
* **Choice B** directly supports this by stating that the family actively participates. 

The other choices are incorrect because:

* **A:**  This statement is unrelated to the sentence's focus.
* **C:** This is a negative",family often does not participate because they think it is a waste of time. What do you think about Mrs. E's family?,0.09195402264595032
19,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: Which agencies and [MASKED]
### Choices:
A: State. 
B: Communist Party of Vietnam.
C: Not managed by any agency or organization, operating freely. 
D: Both A and B."," **C: Not managed by any agency or organization, operating freely.** 

**Explanation:**

The question is asking for the type of management of a specific entity.  The answer choices are:

* **A: State:**  This implies the entity is under the control of a government agency.
* **B: Communist Party of Vietnam:** This is a political party, not an agency.
* **C: Not managed by any agency or organization, operating freely:** This is the",organizations manage political organizations?,0.02777777798473835
20,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: What are the [MASKED]
### Choices:
A: Affects human health, spirit and morality. 
B: Destroy family happiness.
C: Social disorder, ethnic degradation. 
D: Both A, B, C."," **A: Affects human health, spirit and morality.** 

**Explanation:**

* **A is the best choice** because it directly addresses the question's focus on the impact of something on human well-being. 

Let's look at why the other options are incorrect:

* **B:** While family happiness can be affected by negative situations, it's too narrow and doesn't encompass the broader scope of the question.
* **C:** This option is too",effects of social evils?,0.027397260069847107
21,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: What are the [MASKED]
### Choices:
A: Corruption, unhealthy gaming addiction. 
B: Child molestation, theft, fraud.
C: Drugs, prostitution. 
D: Both A, B, C."," **B: Child molestation, theft, fraud.** 

**Explanation:**

The question is asking for a list of things that are considered negative or harmful.  Options A, B, and C all have negative connotations, but option B is the most directly related to illegal and harmful activities. 

Here's why the other options are less suitable:

* **A: Corruption, unhealthy gaming addiction.** While gaming addiction can be a problem, corruption is a broader term and not as",types of social evils?,0.025974025949835777
22,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: Social evils are social phenomena that include behaviors that deviate from social norms, violate ethics [MASKED]
### Choices:
A: Social evils 
B: Violation of the law.
C: ethical violation 
D: Violation of rules."," **C: ethical violation**. 

Here's why:

* **A: Social evils** is a definition of the topic, not a part of the sentence.
* **B: Violation of the law.**  While some social evils may be illegal, this is too specific and doesn't encompass the broader concept of ethical violations.
* **C: Ethical violation** is the best fit. It directly addresses the core of the sentence, which is the deviation from social norms and","and the law, causing serious consequences in all aspects of social life. What is called?",0.0941176488995552
23,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: What is the highest form [MASKED]
### Choices:
A: Death penalty. 
B: Life together.
C: Imprisonment. 
D: Warning."," of **C: Imprisonment** 

**Explanation:**

The question is asking for the highest form of something.  Imprisonment is the most severe form of punishment, so it's the most logical answer. 

Let's look at why the other options are incorrect:

* **A: Death penalty:** While the death penalty is a form of punishment, it's not necessarily the highest form.  
* **B: Life together:** This is a common",of punishment for violating the law?,0.0845070406794548
24,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: What form of punishment is applied to children [MASKED]
### Choices:
A: Sent to reform school for 1 year from the date of violation. 
B: Warning.
C: Imprisonment. 
D: Advice."," **convicted**? 

The answer is **C: Imprisonment.** 

Here's why:

* **A: Sent to reform school for 1 year from the date of violation.**  This is a form of punishment, but it's not the most common or appropriate term for children. Reform schools are typically associated with juvenile delinquency, but they are less common now.
* **B: Warning.** This is a form of discipline, but not a punishment",under 14 years old who violate the law?,0.07594936341047287
25,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: What is the best [MASKED]
### Choices:
A: 1 hour. 
B: 1 week
C: Immediately after the first 2-3 hours. 
D: 1 month."," **C: Immediately after the first 2-3 hours.** 

**Explanation:**

The question is asking for the best time frame.  Option C is the only one that provides a specific time frame that is considered the best. 

Here's why the other options are not the best:

* **A: 1 hour:**  This is too short of a time frame and might not be suitable for all situations.
* **B: 1 week:** This is",time to prevent HIV/AIDS infection?,0.0
26,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: What is the name of the [MASKED]
### Choices:
A: HIV 
B: AIDS.
C: Ebola. 
D: Bird flu."," **B: AIDS** 

**Explanation:**

* **AIDS** stands for Acquired Immunodeficiency Syndrome. It is a condition caused by the Human Immunodeficiency Virus (HIV). 

The other options are incorrect because:

* **HIV** is the virus that causes AIDS.
* **Ebola** is a different viral disease.
* **Bird flu** is a type of influenza virus. 
",virus that causes immunodeficiency in humans?,0.07017543911933899
27,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: What are the main [MASKED]
### Choices:
A: Weight loss of more than 10% of body weight. 
B: Fever lasting more than 1 month.
C: Diarrhea lasting more than 1 month. 
D: Both A, B, C."," **symptoms** of a severe illness? 

**Answer:** D: Both A, B, C. 

**Explanation:**

* **Symptoms** are the signs or indicators of a medical condition. 
* The question asks for the main **symptoms** of a severe illness. 

Let's break down why the other options are incorrect:

* **A: Weight loss of more than 10% of body weight:** This is a potential symptom of some illnesses,",clinical signs of HIV/AIDS?,0.05882352963089943
28,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: HIV virus [MASKED]
### Choices:
A: Eating and drinking from the same cup or bowl with someone infected with HIV 
B: Mosquitoes and insects suck blood from people infected with HIV and then inject healthy people.
C: Cough, sneeze 
D: Smoking and drinking alcohol with people infected with HIV"," **B: Mosquitoes and insects suck blood from people infected with HIV and then inject healthy people.** 

**Explanation:**

* **HIV** is a virus that is transmitted through bodily fluids, primarily blood, semen, and breast milk. 
* **Mosquitoes and insects** can carry the virus and transmit it to others. 

Let's look at why the other options are incorrect:

* **A:** While sharing cups or bowls can spread other infections, it's",is transmitted through:,0.05714285746216774
29,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: What are the measures [MASKED]
### Choices:
A: Propaganda to everyone about the harmful effects of drugs so that everyone can prevent them. 
B: Participate in local prevention and control activities.
C: Do not trade, transport or store drugs. 
D: Both A, B, C."," **taken** to prevent drug abuse? 

**The answer is D. Both A, B, and C.**

Here's why:

* **A: Propaganda to everyone about the harmful effects of drugs so that everyone can prevent them.**  This is a measure taken to raise awareness and educate people about the dangers of drug use.
* **B: Participate in local prevention and control activities.** This is a direct action taken to prevent drug abuse.
* **C: Do",to prevent and control HIV/AIDS?,0.07894736528396606
30,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: Which agencies and organizations are allowed to research, [MASKED]
### Choices:
A: Organizations and enterprises under the Ministry of National Defense and the Ministry of Public Security. 
B: Individual.
C: Private company. 
D: Reactionary organization."," **A: Organizations and enterprises under the Ministry of National Defense and the Ministry of Public Security.** 

**Explanation:**

The question is asking about who is allowed to conduct research. The answer choices are narrowed down to specific entities. 

* **A** is the most likely correct answer.  The Ministry of National Defense and the Ministry of Public Security are government agencies responsible for national security and defense.  They are likely to have research programs related to these areas. 

* **B","manufacture, produce, trade, export, import, and repair weapons?",0.0235294122248888
31,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: Which of the following actions does not comply with regulations [MASKED]
### Choices:
A: Use homemade guns. 
B: Saw mines to get explosives.
C: Use knife to fight. 
D: Both A, B, C."," **(B) Saw mines to get explosives.**

**Explanation:**

This question is designed to test your understanding of safety and legality.  

* **Option B** is the most likely to be illegal and dangerous.  Sawing mines to get explosives is extremely dangerous and likely illegal. 
* **Options A and C** could be considered illegal depending on the context and local laws.  Using homemade guns and fighting with a knife can be illegal in many places. 

**Important","on preventing accidents involving weapons, fires, explosions and toxic substances?",0.02469135820865631
32,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: What are the cases of military gunfire [MASKED]
### Choices:
A: The subject is using weapons, explosives, force or other tools and means to attack or resist, threatening the life or health of a law enforcement officer or other person. 
B: The subject is using weapons, explosives, force or other tools and means to disturb public order and threaten the life, health and property of others.
C: When knowing clearly that the subject is committing a serious crime, very serious crime, or especially serious crime. 
D: Both A, B, C."," **used**? 

The correct answer is **(A)**. Here's why:

* **A** focuses on the **purpose** of military gunfire: using weapons, explosives, force, etc. to attack or resist, threatening life or health. This aligns with the definition of military gunfire in a legal context.
* **B** is too broad and doesn't specifically address the context of military gunfire.
* **C** is about the **severity** of the",when performing tasks to ensure security and order?,0.056338027119636536
33,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: Pesticides and [MASKED]
### Choices:
A: Weapon 
B: Toxic
C: Waste 
D: Explosive"," **B: Toxic** 

Here's why:

* **Pesticides** are substances used to kill pests.
* **Toxic** means poisonous or harmful to living organisms. 

The other options don't fit the context:

* **Weapon:**  While pesticides can be used in warfare, it's not the primary relationship.
* **Waste:** Pesticides are often considered waste, but not the primary relationship.
* **Explosive:**  Pesticides are not explosive",rat poison are,0.032786883413791656
34,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: Possession [MASKED]
### Choices:
A: Owner's possession. 
B: Possession by a person other than the owner.
C: Complete possession and incomplete possession. 
D: Both A and B."," by a person other than the owner.
C: Complete possession and incomplete possession. 
D: Both A and B.
model
Possession **D: Both A and B.** 

Here's why:

* **A: Owner's possession.**  This is a specific type of possession, where the person is the legal owner.
* **B: Possession by a person other than the owner.** This is another type of possession, where someone else has the right to use or control the item.

**Possession** can be a complex legal concept, and it's important to consider both the owner's",includes?,0.0
35,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: When Mr. A lets his daughter inherit a piece [MASKED]
### Choices:
A: Right of use. 
B: Right of disposal.
C: Possession. 
D: Dispute rights."," **A: Right of use.** 

Here's why:

* **Right of use** refers to the ability to use or enjoy something, like property. This is a common way to describe inheritance.

Let's look at why the other options are incorrect:

* **Right of disposal** refers to the ability to sell or transfer ownership of something.
* **Possession** is simply the act of having physical control of something. 
* **Dispute rights**","of land in his name, what right does he exercise?",0.02631578966975212
36,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: The State … the legal ownership [MASKED]
### Choices:
A: Acknowledge and take responsibility. 
B: Protection and responsibility.
C: Recognition and guarantee. 
D: Recognition and protection."," **of** the property. 

Here's why:

* **The sentence structure:** The sentence is about the state's role in legal ownership. 
* **Word choice:**  The most logical choice is to complete the sentence with a preposition that makes sense in the context of legal ownership. 

**Therefore, the correct answer is D: Recognition and protection.** 

**Explanation:**

* **Recognition:** The state recognizes the legal ownership of the property.
*",of citizens. What is in the “…”?,0.11594203114509583
37,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: State [MASKED]
### Choices:
A: Recognize in the Constitution and legal documents the ownership rights of citizens. 
B: Prescribe measures and forms of handling of acts of infringement of property rights...
C: Propaganda and education of citizens on how to protect their property rights and respect the property rights of others. 
D: All of the above answers are correct."," **A: Recognize in the Constitution and legal documents the ownership rights of citizens.** 

Here's why:

* **Option A** directly addresses the core function of a government's role in property rights. It emphasizes the recognition and legal framework for citizens' ownership. 
* **Option B** focuses on *responding* to property rights infringements, not on the initial recognition of those rights.
* **Option C** focuses on education and awareness, which is important but",responsibilities include:,0.0
38,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: Production of material [MASKED]
### Choices:
A: Create material wealth. 
B: Social production.
C: Humans act on nature to create products that suit their needs. 
D: Create food, clothing, create means of production."," **wealth**

Here's why:

* **A: Create material wealth.**  This is a direct and accurate description of the goal of production.
* **B: Social production.** While this is a valid concept, it's not the primary focus of the sentence.
* **C: Humans act on nature to create products that suit their needs.** This is a more general statement about the relationship between humans and nature, not specifically about production for wealth.
* **D",wealth is a process.,0.0810810774564743
39,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: One of the roles [MASKED]
### Choices:
A: The basis of social existence. 
B: Create material and spiritual values
C: Help people have jobs. 
D: Promote economic growth."," **B: Create material and spiritual values** 

**Explanation:**

The sentence is asking for a role that creates both material and spiritual values. 

* **A: The basis of social existence** is too broad and doesn't specifically mention the creation of values.
* **C: Help people have jobs** is about economic activity, not the creation of values.
* **D: Promote economic growth** is about economic activity, not the creation of values. 


**",of material wealth production is,0.056338027119636536
40,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: The production of material [MASKED]
### Choices:
A: All social activities. 
B: Number of goods in society
C: Workers' income. 
D: Work of workers."," **D: Work of workers.** 

Here's why:

* **The question focuses on the production of material.**  This implies a focus on the process of creating goods or services.
* **Work of workers** directly relates to the process of creating material.  

Let's look at why the other options are incorrect:

* **A: All social activities.**  While social activities contribute to the economy, they don't directly relate to the production of material goods",wealth plays a decisive role.,0.02666666731238365
41,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: Among the factors constituting the means of labor, [MASKED]
### Choices:
A: Infrastructure of production. 
B: Tools of labor.
C: Production tank system. 
D: Facilities."," **D: Facilities** 

Here's why:

* **Facilities** refers to the physical structures, equipment, and resources used in the production process. This aligns with the definition of ""means of labor"" which refers to the tools and resources needed to carry out work.

Let's look at why the other options are incorrect:

* **Infrastructure of production:** While infrastructure is important for production, it's a broader term encompassing things like transportation, energy, and communication networks",which of the following factors is the most important?,0.09876543283462524
42,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: Which of the following factors plays the most [MASKED]
### Choices:
A: Labor object. 
B: Labor
C: Labor materials. 
D: Modern machinery."," **impact** 

Here's why:

* **Impact** is the best word to describe the most significant influence. 

Let's look at why the other options are not the best fit:

* **Labor object:**  This is not a standard term.
* **Labor:**  While labor is a factor, it's too general.
* **Labor materials:**  This is also too general.
* **Modern machinery:**  Modern machinery is a factor",important and decisive role in the production process?,0.029411764815449715
43,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: What conditions are required for [MASKED]
### Choices:
A: Two conditions 
B: Four conditions
C: Three conditions 
D: One condition"," **D: One condition** 

**Explanation:**

The question is asking for the number of conditions required.  The answer choices are limited to numbers, and the question is asking for a single condition. 

**Therefore, the correct answer is D: One condition.** 
",a product to become a commodity?,0.09090909361839294
44,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: Goods have [MASKED]
### Choices:
A: Value and price 
B: Exchange value and use value
C: Price and value in use 
D: Value and use value"," **D: Value and use value**

Here's why:

* **Value** refers to the worth or usefulness of a good to a consumer.
* **Use value** refers to the practical use a good can be put to.

These two concepts are fundamental to economics and how we understand the worth of goods. 
",two attributes:,0.0
45,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: The value of [MASKED]
### Choices:
A: Producers supply goods that meet the needs of consumers. 
B: Producers bring goods to market for sale.
C: Producers bring goods to market and sell them. 
D: Producers can supply goods with many uses."," **B: Producers bring goods to market for sale.**

**Explanation:**

The sentence is asking for the value of a specific action related to producers.  Option B directly describes the action of producers bringing goods to market for sale, which is the core of their function. 

Here's why the other options are not the best fit:

* **A:**  While true, this statement is a general definition of producers, not the specific value of the action of bringing goods to market",goods is realized when,0.024390242993831635
46,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: Which of the following [MASKED]
### Choices:
A: Electricity 
B: Tap water
C: Air 
D: Vegetables grown for sale"," **A: Electricity** 

**Explanation:**

The question is asking for a thing that is a source of energy or a resource. 

* **Electricity** is a source of energy.
* **Tap water** is a resource, but not a source of energy.
* **Air** is a resource, but not a source of energy.
* **Vegetables grown for sale** are a food resource. 


Let me know if you'd like to try another question",items is not a commodity?,0.08571428805589676
47,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: Fairness, impartiality, handling work with reason, putting the [MASKED]
### Choices:
A: Impartial 
B: Tolerant
C: Self-motivated, creative 
D: Autonomy"," **A: Impartial** 

**Explanation:**

The sentence describes qualities of a fair and ethical worker.  ""Impartial"" is the best fit for this context. 

Here's why the other options are not as suitable:

* **B: Tolerant:** While tolerance is important, it doesn't directly relate to the core idea of fairness and impartiality.
* **C: Self-motivated, creative:** These are positive qualities, but they don'",common interest above personal interest are manifestations of character.,0.05714285746216774
48,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: What is the expression [MASKED]
### Choices:
A: At work, favor family over outsiders. 
B: Give more work to men than women.
C: Only punish students who violate the law, not students who are teachers' grandchildren. 
D: Both A, B, C."," **C**

**Explanation:**

The question is asking for an expression that describes a situation where there is a **bias or unfair treatment** based on a specific group. 

* **Option C** directly addresses this by stating that only students who violate the law are punished, not those who are teachers' grandchildren. This implies a preferential treatment based on family relationships. 

Let's analyze why the other options are incorrect:

* **Option A:**  This statement is about prioritizing",of not being impartial?,0.025974025949835777
49,"Fill in the <MASKED> part in the following sentence to complete a multiple choice question:
### Question: A fair and impartial person [MASKED]
### Choices:
A: selfish, narrow-minded 
B: trickery, profiteering
C: which way the wind blows, which way it goes. 
D: fair, just"," **D: fair, just** 

Here's why:

* **Fair and impartial** means unbiased and treating everyone equally. 
* **Fair** and **just** are directly related to these qualities.

The other options are incorrect because:

* **A: selfish, narrow-minded** are the opposite of fair and impartial.
* **B: trickery, profiteering** are dishonest and not related to fairness.
* **C: which way the wind",is one who always lives,0.0
